well_id,sno,state,district,block,location,longitude,latitude,year,ph,ec,co3,hco3,cl,so4,no3,po4,th,ca,mg,na,k,f,sio2,tds
WBKB022,1501,West Bengal,Cooch Behar,Sitai,Sitai,89.29977,26.06323,2022,7.65,258.1,0,91.5,35.5,0.0,13.3,0.0,95.0,26.0,7.3,16.9,5.9,0.01,,
WBKB023,1502,West Bengal,Cooch Behar,Tufanganj-II,Bakshirhat,89.76628,26.33309,2022,7.43,192.7,0,91.5,14.2,0.0,2.5,0.0,95.0,28.0,6.1,2.9,2.1,0.05,,
WBKB025,1503,West Bengal,Cooch Behar,Mathabhanga-II,Ghoksadanga,89.276,26.42455,2022,6.92,243.4,0,109.8,21.3,0.0,0.1,0.0,125.0,42.0,4.9,1.9,3.7,0.0,,
WBKB031,1504,West Bengal,Cooch Behar,Cooch Behar-I,Coochbihar,89.45222222,26.32805556,2022,7.06,796.3,0,280.6,56.7,24.3,35.4,0.0,225.0,38.0,31.6,45.6,37.9,0.0,,
WBKB032A,1505,West Bengal,Cooch Behar,Cooch Behar-I,Baneshwar,89.49609,26.39891,2022,7.11,572.0,0,189.1,49.6,11.5,25.5,0.0,195.0,32.0,27.9,28.2,12.6,0.11,,
WBKB034,1506,West Bengal,Cooch Behar,Haldibari,Kasiabari,88.76277778,26.38111111,2022,6.8,212.1,0,103.7,24.8,0.0,1.8,0.0,85.0,28.0,3.6,4.9,14.7,0.21,,
WBKB039B,1507,West Bengal,Cooch Behar,Mathabhanga-I,Ratanpur,88.99222222,26.43388889,2022,6.72,172.9,0,85.4,21.3,0.0,2.5,0.0,45.0,8.0,6.1,12.5,15.9,0.32,,
WBKB040,1508,West Bengal,Cooch Behar,Mathabhanga-I,Bhogramguri,89.07101,26.42691,2022,7.85,99.4,0,48.8,10.6,0.0,0.0,0.0,35.0,10.0,2.4,7.2,1.6,0.31,,
WBKB041,1509,West Bengal,Cooch Behar,Sitalkuchi,Gosaler Hat,89.19082,26.19874,2022,7.68,651.0,0,231.8,99.3,0.0,4.0,0.0,155.0,38.0,14.6,62.7,17.4,0.15,,
WBKB043,1510,West Bengal,Cooch Behar,Cooch Behar-I,Nababganj,89.49081,26.23497,2022,8.37,357.5,0,176.9,31.9,0.0,5.5,0.0,160.0,44.0,12.2,12.0,7.6,0.0,,
WBKB045A,1511,West Bengal,Cooch Behar,Mekliganj,Panishla,88.94458,26.4418,2022,7.42,989.6,0,170.8,170.2,21.7,58.4,0.0,160.0,36.0,17.0,84.1,90.3,0.14,,
WBKB046,1512,West Bengal,Cooch Behar,Dinhata-II,Sahebganj,89.54922,26.11554,2022,7.65,718.6,0,329.4,53.2,0.0,2.8,0.0,225.0,24.0,40.1,50.4,19.0,0.18,,
WBKB047A,1513,West Bengal,Cooch Behar,Dinhata-II,Nazirhat,89.57113,26.18479,2022,7.85,590.0,0,317.2,39.0,0.0,3.8,0.0,240.0,76.0,12.2,29.6,12.3,0.12,,
WBMB006A,1514,West Bengal,Murshidabad,Kandi,Kandi,88.045433,23.954417,2022,7.71,1235.0,0,524.6,156.0,0.6,41.5,0.0,250.0,52.0,29.2,194.9,21.7,0.47,,
WBMB011A,1515,West Bengal,Murshidabad,Jalangi,Jalangi,88.6797,24.127658,2022,7.49,807.8,0,384.3,70.9,0.4,11.6,0.0,330.0,36.0,58.3,29.6,5.8,0.04,,
WBMB013C,1516,West Bengal,Murshidabad,Berhampur,Daulatabad,88.375695,24.143032,2022,7.79,1312.0,0,524.6,109.9,0.6,42.3,0.0,445.0,96.0,49.8,75.0,5.7,0.09,,
WBMB015A,1517,West Bengal,Murshidabad,Jalangi,Sagarpara(KALITALA,88.699635,24.223988,2022,8.12,825.3,0,445.3,28.4,0.5,7.1,0.0,285.0,74.0,24.3,39.9,4.6,0.09,,
WBMB035,1518,West Bengal,Murshidabad,Raninagar-II,Paranpur,88.571641,24.268889,2022,7.49,2174.0,0,384.3,223.3,289.0,46.9,0.0,550.0,90.0,79.0,112.6,177.1,0.05,,
WBMB055,1519,West Bengal,Murshidabad,Samserganj,Natun Malancha,87.926372,24.676768,2022,7.4,925.6,0,439.2,46.1,3.5,12.8,0.0,405.0,90.0,43.7,30.0,3.2,0.12,,
WBMB070B,1520,West Bengal,Murshidabad,Nawda,Gobindapur,88.053862,23.921181,2022,7.88,582.7,0,366.0,42.5,0.7,3.8,0.0,130.0,36.0,9.7,99.4,3.5,0.74,,
WBMB073,1521,West Bengal,Murshidabad,Beldanga I,Mirzapur,88.06861111,24.40833333,2022,7.12,565.6,0,384.3,31.9,0.0,0.1,0.0,295.0,48.0,42.5,14.2,1.2,0.26,,
WBMB074,1522,West Bengal,Murshidabad,Nawda,Piprakhali,88.456083,23.983804,2022,8.06,682.3,0,372.1,39.0,0.3,11.6,0.0,275.0,68.0,25.5,29.1,3.5,0.12,,
WBMB075A,1523,West Bengal,Murshidabad,Nawda,Chandipur,88.459728,23.881432,2022,7.55,920.3,0,390.4,102.8,0.9,41.0,0.0,335.0,54.0,48.6,53.4,2.8,0.24,,
WBMB077,1524,West Bengal,Murshidabad,Bharatpur-I,Gobindapur,88.575026,24.109371,2022,7.56,613.3,0,396.5,31.9,0.7,5.2,0.0,305.0,28.0,57.1,15.7,4.5,0.09,,
WBMB079,1525,West Bengal,Murshidabad,Mur-Jiaganj,Ranjitpara,88.314519,24.16505,2022,7.95,1051.0,0,549.0,120.5,0.0,10.6,0.0,400.0,106.0,32.8,81.5,14.4,0.14,,
WBMB083,1526,West Bengal,Murshidabad,Raninagar-I,Beikibagan (Hurshi),88.4625,24.26611111,2022,8.15,575.2,0,341.6,28.4,0.7,18.8,0.0,285.0,60.0,32.8,11.7,4.5,0.11,,
WBMB084A,1527,West Bengal,Murshidabad,Raninagar-ii,Kuptala,88.59683,24.25753,2022,7.47,1303.0,0,549.0,148.9,0.5,45.8,0.0,435.0,52.0,74.1,79.7,25.9,0.07,,
WBMB088A,1528,West Bengal,Murshidabad,Raghunathganj-I,Mirzapur Jain Colony,88.59683,24.25753,2022,7.92,491.0,0,219.6,3.5,62.0,9.0,0.0,205.0,58.0,14.6,16.7,25.6,0.22,,
WBMB091,1529,West Bengal,Murshidabad,Bhagawangola-II,Saidpur,88.372655,24.287734,2022,7.5,832.6,0,366.0,92.2,0.6,33.3,0.0,360.0,62.0,49.8,37.6,6.6,0.08,,
WBMB093,1530,West Bengal,Murshidabad,Bharatpur-I,Kanchan Garia,88.137359,23.884704,2022,7.96,438.9,0,286.7,31.9,0.5,2.2,0.0,195.0,54.0,14.6,29.9,1.2,0.33,,
WBMB096,1531,West Bengal,Murshidabad,Kandi,Jibanti,88.180281,24.086461,2022,8.15,547.8,0,359.9,28.4,0.5,0.7,0.0,225.0,46.0,26.7,37.4,1.3,0.36,,
WBMB097A,1532,West Bengal,Murshidabad,Kandi,Purandarpur,88.072818,23.996405,2022,7.97,897.6,0,494.1,85.1,0.5,3.2,0.0,125.0,36.0,8.5,180.2,2.0,1.0,,
WBMB098A,1533,West Bengal,Murshidabad,Khargram,Sherpur (Mother Danga,88.010885,24.136928,2022,8.0,380.8,0,256.2,24.8,0.3,0.8,0.0,175.0,48.0,13.4,21.9,1.6,0.37,,
WBMB100,1534,West Bengal,Murshidabad,Nabagram,Mahadipur,88.009939,24.427242,2022,8.1,514.0,0,347.7,24.8,0.9,4.0,0.0,220.0,48.0,24.3,37.0,2.4,0.31,,
WBMB101A,1535,West Bengal,Murshidabad,Raghunathganj-I,Barala,88.00861111,24.42777778,2022,7.97,386.9,0,262.3,28.4,0.5,2.2,0.0,200.0,108.0,19.4,15.0,1.6,0.39,,
WBMB150,1536,West Bengal,Murshidabad,Beldanga-II,Saktipur,88.196086,23.862024,2022,7.46,822.3,0,536.8,35.5,0.4,0.1,0.0,405.0,54.0,65.6,44.6,1.0,0.29,,
WBMB152,1537,West Bengal,Murshidabad,Mur-Jiaganj,Raichandpur,88.274973,24.248722,2022,7.95,558.2,0,292.8,49.6,0.6,4.6,0.0,220.0,60.0,17.0,41.7,8.6,0.35,,
WBMB153,1538,West Bengal,Murshidabad,Berhampur,Daulatabad,88.375501,24.142794,2022,7.75,691.9,0,402.6,70.9,0.3,7.1,0.0,335.0,68.0,40.1,29.6,5.8,0.07,,
WBMB154,1539,West Bengal,Murshidabad,Beldanga-I,Swarupnagar,88.273756,23.919278,2022,7.51,1549.0,0,536.8,244.6,0.4,9.2,0.0,415.0,70.0,58.3,138.5,4.3,0.25,,
WBMB157,1540,West Bengal,Murshidabad,Kandi,Gokarna,88.111073,24.034218,2022,7.96,419.5,0,231.8,35.5,0.2,0.0,0.0,140.0,50.0,3.6,44.1,1.1,0.19,,
WBMB158,1541,West Bengal,Murshidabad,Kandi,Manoharpur,88.056993,23.977672,2022,7.99,925.8,0,506.3,92.2,0.6,4.0,0.0,95.0,16.0,13.4,190.8,2.2,1.7,,
WBMB164,1542,West Bengal,Murshidabad,Bharatpur-I,Lohadaha,88.177052,23.885713,2022,7.8,527.6,0,353.8,24.8,0.2,1.5,0.0,200.0,44.0,21.9,48.3,1.6,0.22,,
WBMB166A,1543,West Bengal,Murshidabad,Bhagawangola-II,Kashipur,88.324114,24.317533,2022,7.72,659.6,0,384.3,28.4,0.6,5.8,0.0,325.0,68.0,37.7,10.7,4.7,0.11,,
WBMB167,1544,West Bengal,Murshidabad,Bhagawangola-II,Nasipur,88.38611111,24.30694444,2022,7.47,821.4,0,372.1,74.4,0.6,4.3,0.0,335.0,64.0,42.5,37.9,6.5,0.06,,
WBMB168,1545,West Bengal,Murshidabad,Berhampur,Sialmara,88.09194444,24.07444444,2022,7.82,596.0,0,402.6,28.4,0.1,1.1,0.0,260.0,62.0,25.5,35.1,2.5,0.25,,
WBMB169,1546,West Bengal,Murshidabad,Bhagawangola-I,Kalokhali,88.283221,24.294028,2022,7.3,535.5,0,341.6,24.8,0.4,4.7,0.0,280.0,68.0,26.7,15.8,3.0,0.12,,
WBMB170,1547,West Bengal,Murshidabad,Raninagar-I,Islampur,88.470828,24.150035,2022,7.66,715.7,0,372.1,49.6,0.2,14.7,0.0,280.0,38.0,45.0,40.0,14.8,0.05,,
WBMB171,1548,West Bengal,Murshidabad,Raninagar-II,Nabipur,88.605013,24.253125,2022,8.04,854.9,0,579.5,21.3,0.4,4.4,0.0,430.0,64.0,65.6,19.8,4.8,0.08,,
WBMB173,1549,West Bengal,Murshidabad,Hariharpara,Tartipur,88.464243,24.086834,2022,8.13,488.1,0,353.8,28.4,0.5,3.8,0.0,285.0,62.0,31.6,9.3,3.4,0.09,,
WBMB174,1550,West Bengal,Murshidabad,Hariharpara,Kholilabad,88.450885,24.045184,2022,8.15,555.0,0,390.4,24.8,0.5,3.7,0.0,315.0,66.0,36.5,12.0,3.3,0.1,,
WBMB177A,1551,West Bengal,Murshidabad,Nawda,Patakbari,88.462189,23.86557,2022,7.68,1108.0,0,555.1,92.2,0.5,7.4,0.0,410.0,46.0,71.7,57.7,4.1,0.07,,
WBMB178,1552,West Bengal,Murshidabad,Hariharpara,Nasipur,88.412503,24.031941,2022,7.72,866.1,0,427.0,78.0,0.6,2.2,0.0,340.0,54.0,49.8,56.8,4.9,0.06,,
WBMB180,1553,West Bengal,Murshidabad,Hariharpara,Baruipara,88.349595,24.053859,2022,7.99,770.1,0,390.4,39.0,0.8,7.9,0.0,240.0,56.0,24.3,48.1,4.4,0.07,,
WBMD007C,1554,West Bengal,Malda,Bamongola,Bamangola,88.3418,25.166,2022,7.69,1151.0,0,207.4,322.6,0.0,0.3,0.0,440.0,48.0,77.8,79.1,1.0,0.16,,
WBMD0100,1555,West Bengal,Malda,Ratua-II,Sripur,88.045,25.2561,2022,8.16,296.0,0,176.9,7.1,0.0,0.6,0.0,40.0,14.0,1.2,53.9,0.6,2.2,,
WBMD0103,1556,West Bengal,Malda,Kaliachak-I,Kaliachak (Thakurbari),88.0082,24.8546,2022,7.62,880.0,0,317.2,92.2,35.3,15.7,0.0,250.0,4.0,58.3,60.4,79.4,0.07,,
WBMD011,1557,West Bengal,Malda,Old Malda,Mochia,88.2235,24.9636,2022,7.84,354.0,0,176.9,31.9,0.0,0.3,0.0,110.0,10.0,20.7,34.2,1.1,0.29,,
WBMD014,1558,West Bengal,Malda,English Bazar,Malda Town,88.1355,25.0029,2022,7.76,1949.0,0,353.8,418.3,0.0,0.3,0.0,390.0,40.0,70.5,225.4,33.2,0.12,,
WBMD027,1559,West Bengal,Malda,Bamongola,Makuli,88.36722222,25.11694444,2022,7.65,1214.0,0,244.0,255.2,0.7,8.1,0.0,370.0,90.0,35.2,100.1,31.1,0.2,,
WBMD041,1560,West Bengal,Malda,Harishchandrapur II,Baroduari,87.8543,25.4167,2022,7.44,256.0,0,146.4,14.2,0.0,0.6,0.0,110.0,26.0,10.9,11.2,3.0,0.12,,
WBMD047,1561,West Bengal,Malda,Kaliachak-III,17 Mile,87.97,24.8255,2022,7.13,290.3,0,140.3,28.4,0.0,0.5,0.0,120.0,48.0,0.0,7.1,4.7,0.03,,
WBMD059,1562,West Bengal,Malda,Kaliachak-III,Birnagar(2),87.95222222,24.83611111,2022,7.77,1024.0,0,457.5,92.2,1.6,2.1,0.0,290.0,60.0,34.0,55.6,117.5,0.1,,
WBMD060,1563,West Bengal,Malda,Kaliachak-I,Khaschandpur (Makku,88.01111111,24.85305556,2022,7.72,1362.0,0,390.4,184.3,37.5,13.4,0.0,340.0,54.0,49.8,110.6,78.2,0.04,,
WBMD063,1564,West Bengal,Malda,English Bazar,Choto Mohanpara (2),88.0472,25.0255,2022,8.21,136.0,0,48.8,24.8,0.0,0.0,0.0,55.0,16.0,3.6,5.7,2.2,0.1,,
WBMD066,1565,West Bengal,Malda,Manikchak,Mohana (1 ),87.9216,25.087,2022,7.34,830.0,0,298.9,106.4,0.9,4.2,0.0,305.0,28.0,57.1,53.4,14.4,0.05,,
WBMD079,1566,West Bengal,Malda,Habibpur,Kokabirni Tajpur,88.27111111,25.0075,2022,7.35,545.0,0,170.8,109.9,0.0,0.8,0.0,140.0,38.0,10.9,69.7,2.7,0.18,,
WBMD089,1567,West Bengal,Malda,Kaliachak-I,Pagla Bridge,87.9913,24.8503,2022,7.31,394.0,0,207.4,17.7,0.0,0.3,0.0,160.0,26.0,23.1,6.7,3.6,0.05,,
WBMD091,1568,West Bengal,Malda,Gazole,Matol,88.1495,25.2205,2022,7.92,390.0,0,225.7,10.6,0.0,0.2,0.0,140.0,32.0,14.6,24.6,0.4,0.24,,
WBMD093,1569,West Bengal,Malda,Gazole,Gazole,88.192408,25.210763,2022,8.07,1164.0,0,347.7,166.6,8.7,23.5,0.0,250.0,24.0,46.2,163.2,2.4,0.6,,
WBMP006,1570,West Bengal,Purba Medinipur,Panskura-II,Kolaghat,87.87555556,22.44361111,2022,6.93,1260.0,0,518.5,134.7,0.0,0.0,0.0,370.0,80.0,41.3,116.8,40.3,0.03,,
WBMP007A,1571,West Bengal,Paschim Medinipur,Garbeta-I,Dhadika,87.36138889,22.90166667,2022,7.43,85.99,0,67.0,14.1,0.0,0.0,0.0,30.0,10.0,1.2,16.6,1.7,0.05,,
WBMP012,1572,West Bengal,Jhargram,Jhargram,Rashmandal,87.086184,22.490219,2022,8.04,183.1,0,109.8,17.7,0.0,0.0,0.0,65.0,10.0,9.7,9.3,0.6,0.14,,
WBMP016B,1573,West Bengal,Paschim Medinipur,Narayangarh,Bakhrabad,87.36972222,22.12222222,2022,8.04,315.7,0,213.5,14.2,9.1,0.0,0.0,115.0,30.0,9.7,20.5,2.8,0.09,,
WBMP041,1574,West Bengal,Paschim Medinipur,Salboni,Godapiasal,87.32833333,22.53805556,2022,7.78,678.1,0,366.0,49.6,0.0,0.0,0.0,215.0,54.0,19.4,50.5,30.8,0.05,,
WBMP045A,1575,West Bengal,Paschim Medinipur,Garbeta-II,Raskunda (Purba Nerak,87.46388889,22.78305556,2022,8.09,208.0,0,67.1,49.6,0.0,0.1,0.0,55.0,14.0,4.9,18.7,3.0,0.07,,
WBMP048,1576,West Bengal,Paschim Medinipur,Keshiary,Keshiary,87.23,22.1275,2022,7.84,478.7,0,158.6,78.0,0.0,0.0,0.0,170.0,32.0,21.8,29.6,16.6,0.4,,
WBMP051,1577,West Bengal,Purba Medinipur,Potashpur-I,Potashpur P.S,87.54305556,22.02083333,2022,7.83,183.8,0,109.8,17.7,1.5,0.1,0.0,70.0,18.0,6.1,10.1,1.2,0.9,,
WBMP052,1578,West Bengal,Jhargram,Binpur-I,Dahijuri,86.992652,22.503948,2022,7.66,563.8,0,323.3,46.1,0.0,0.1,0.0,195.0,38.0,24.3,41.1,2.7,0.16,,
WBMP071,1579,West Bengal,Purba Medinipur,Potashpur-I,Potashpur PHC,87.54722222,22.02722222,2022,7.8,585.7,0,366.0,35.5,0.0,0.0,0.0,225.0,46.0,26.7,44.0,1.4,0.05,,
WBMP093,1580,West Bengal,Jhargram,Sakrail,Kultikri,87.158111,22.175035,2022,7.85,651.7,0,359.9,63.8,0.0,0.0,0.0,200.0,48.0,19.4,69.2,3.3,0.2,,
WBMP098,1581,West Bengal,Purba Medinipur,Mayna,Dakshin Anukha Gram,87.7675,22.25055556,2022,7.97,431.6,0,152.5,60.3,0.0,0.0,0.0,100.0,18.0,13.3,41.1,16.3,0.23,,
WBMP100,1582,West Bengal,Paschim Medinipur,Dantan-I,Sonakania,87.25611111,21.86722222,2022,7.84,567.9,0,378.2,31.9,0.0,0.0,0.0,160.0,32.0,19.4,71.2,3.0,0.09,,
WBMP101,1583,West Bengal,Paschim Medinipur,Dantan-II,Khandrui,87.41388889,21.95638889,2022,8.08,286.7,0,176.9,17.7,0.0,0.0,0.0,115.0,36.0,6.1,9.7,0.3,0.46,,
WBMP102B,1584,West Bengal,Paschim Medinipur,Sabang,Temathani,87.56722222,22.22361111,2022,7.87,548.2,0,317.2,53.2,0.0,0.4,0.0,190.0,52.0,14.6,28.5,0.3,0.11,,
WBMP103,1585,West Bengal,Paschim Medinipur,Debra,Balichak,87.55638889,22.36194444,2022,7.7,503.2,0,317.2,81.5,0.0,0.0,0.0,220.0,46.0,25.5,75.6,1.5,0.13,,
WBMP104,1586,West Bengal,Paschim Medinipur,Debra,Murasthi,87.62972222,22.4375,2022,8.0,640.2,0,274.5,35.5,2.4,0.0,0.0,240.0,38.0,35.2,23.2,1.0,0.2,,
WBMP107,1587,West Bengal,Paschim Medinipur,Daspur-II,Khukurdaha,87.752876,22.476617,2022,7.8,678.9,0,347.7,39.0,0.0,0.0,0.0,250.0,42.0,35.2,57.2,1.2,0.1,,
WBMP110,1588,West Bengal,Paschim Medinipur,Dantan-II,Khakurda,87.41583333,22.01388889,2022,8.09,645.8,0,378.2,70.9,0.0,0.0,0.0,200.0,34.0,27.9,81.1,3.6,0.19,,
WBMP111,1589,West Bengal,Purba Medinipur,Potashpur-II,Pratapdighi,87.58916667,21.97388889,2022,8.48,305.2,0,183.0,17.7,0.0,0.0,0.0,110.0,40.0,2.4,13.9,1.4,0.16,,
WBMP113,1590,West Bengal,Purba Medinipur,Potashpur-I,Mangla Maro,87.64055556,22.08166667,2022,7.74,582.6,0,366.0,28.4,0.0,0.0,0.0,175.0,34.0,21.8,61.0,2.1,0.39,,
WBMP115,1591,West Bengal,Paschim Medinipur,Mohanpur,Sankarara,87.42611111,21.87361111,2022,7.73,905.6,0,305.0,131.2,1.0,0.0,0.0,210.0,34.0,30.3,97.9,6.4,0.09,,
WBMP118,1592,West Bengal,Purba Medinipur,Panskura-II,Kolaghat,87.87166667,22.45416667,2022,8.08,351.5,0,183.0,39.0,0.0,0.0,0.0,170.0,32.0,21.8,22.1,3.2,0.04,,
WBMP129,1593,West Bengal,Paschim Medinipur,Daspur-II,Kheput (Gopiganj),87.83305556,22.56,2022,7.86,727.7,0,390.4,60.3,0.0,0.0,0.0,135.0,20.0,20.6,112.7,3.3,0.03,,
WBMP132A,1594,West Bengal,Paschim Medinipur,Ghatal,Katan,87.71,22.65,2022,8.07,717.5,0,445.3,35.5,0.0,0.0,0.0,115.0,28.0,10.9,112.5,2.7,0.07,,
WBMP136,1595,West Bengal,Jhargram,Binpur-II,Muohi Bundh,86.80555556,22.60694444,2022,8.25,700.5,0,402.6,53.2,0.0,0.0,0.0,350.0,32.0,65.5,41.1,2.3,0.09,,
WBMP137,1596,West Bengal,Jhargram,Gopiballavpur-II,Topsia,86.913485,22.251523,2022,8.51,253.2,0,91.5,39.0,1.5,0.0,0.0,100.0,32.0,4.9,13.4,1.4,0.38,,
WBMP138,1597,West Bengal,Paschim Medinipur,Chandrakona-II,Khirpai,87.61,22.71916667,2022,8.14,265.0,0,146.4,35.5,4.6,0.0,0.0,105.0,22.0,12.1,18.6,3.0,0.08,,
WBMP145,1598,West Bengal,Purba Medinipur,Ramnagar-I,Sankarpur(DEW PHE),87.56277778,21.67777778,2022,7.77,736.0,0,402.6,49.6,0.0,0.0,0.0,310.0,26.0,59.5,77.4,5.2,0.1,,
WBMP148,1599,West Bengal,Purba Medinipur,Mahisadal,Chaitanyapur DEW,88.08833333,22.13666667,2022,7.96,898.3,0,396.5,99.3,0.0,0.0,0.0,220.0,18.0,42.5,104.1,3.8,0.3,,
WBMP152,1600,West Bengal,Purba Medinipur,Ramnagar-II,Dharamburi,87.55833333,21.71277778,2022,7.86,1323.0,0,427.0,216.2,0.0,0.1,0.0,280.0,54.0,35.2,124.5,36.7,0.14,,
WBMP156,1601,West Bengal,Purba Medinipur,Bhagwanpur-I,Kishorpur,87.70527778,22.08222222,2022,8.17,770.8,0,311.1,117.0,21.6,0.0,0.0,285.0,36.0,47.3,62.1,2.9,0.32,,
WBMP157,1602,West Bengal,Paschim Medinipur,Narayangarh,Aukanmary Manyagarh,87.68916667,22.05444444,2022,8.04,629.9,0,428.2,28.4,0.0,0.2,0.0,165.0,28.0,23.1,86.4,3.9,0.09,,
WBMP160,1603,West Bengal,Jhargram,Jamboni,Kalidaspur,86.817788,22.516405,2022,8.17,527.9,0,267.2,63.8,0.0,0.0,0.0,205.0,38.0,26.7,32.9,1.3,0.22,,
WBMP163,1604,West Bengal,Paschim Medinipur,Kharagpur-I,Bagra Chak,87.15194444,22.28222222,2022,7.99,423.1,0,225.7,39.0,0.0,0.0,0.0,185.0,38.0,21.8,16.0,0.8,0.02,,
WBMP164,1605,West Bengal,Paschim Medinipur,Kharagpur-I,Kharagpur-2,87.31944444,22.3275,2022,8.23,104.5,0,48.8,17.7,9.8,0.0,0.0,35.0,14.0,0.0,8.2,0.8,0.27,,
WBMP166,1606,West Bengal,Paschim Medinipur,Kharagpur-I,Koushalya,87.33722222,22.33333333,2022,8.0,153.4,0,61.0,31.9,0.0,0.0,0.0,80.0,20.0,7.3,8.5,2.3,0.22,,
WBMP168,1607,West Bengal,Paschim Medinipur,Garbeta-III,Shamnagar ( Radhakris,87.510959,22.740802,2022,7.34,995.6,0,341.6,120.5,0.0,0.0,0.0,295.0,48.0,42.5,72.7,30.7,0.19,,
WBMP169,1608,West Bengal,Paschim Medinipur,Garbeta-III,Andhar Nayan,87.46277778,22.74083333,2022,7.78,674.7,0,231.8,81.5,2.5,0.0,0.0,235.0,50.0,26.7,42.7,29.2,0.21,,
WBMP170,1609,West Bengal,Paschim Medinipur,Midnapore,Chilgora,87.14861111,22.46861111,2022,8.42,62.53,0,85.4,17.7,0.0,0.0,0.0,65.0,16.0,6.1,5.4,1.8,0.12,,
WBMP173,1610,West Bengal,Paschim Medinipur,Keshiary,Patharhuri,87.25638889,22.16527778,2022,7.82,457.8,0,115.9,81.5,0.0,0.0,0.0,175.0,18.0,31.6,12.9,31.9,0.06,,
WBMP176,1611,West Bengal,Purba Medinipur,Ramnagar-I,Nimtala,87.54222222,21.66527778,2022,7.4,1297.0,0,390.4,237.5,0.0,0.0,0.0,235.0,38.0,34.0,116.5,28.9,0.1,,
WBMP177,1612,West Bengal,Purba Medinipur,Ramnagar-II,Dadan Patrabarh,87.69972222,21.67611111,2022,8.08,576.7,0,366.0,21.3,4.9,0.0,0.0,175.0,38.0,19.4,56.1,4.4,0.32,,
WBMP178,1613,West Bengal,Purba Medinipur,Potashpur-II,Dakshin Kharh,87.53361111,21.93861111,2022,8.0,844.2,0,353.8,117.0,0.0,0.0,0.0,220.0,36.0,31.6,84.5,6.1,0.07,,
WBMP180,1614,West Bengal,Purba Medinipur,Khejuri-II,Sher Khan Chak,87.95027778,21.93305556,2022,8.29,556.7,0,280.6,49.6,2.0,0.1,0.0,230.0,52.0,24.3,27.4,2.6,0.0,,
WBMP182,1615,West Bengal,Purba Medinipur,Khejuri-II,Khejuri,87.97611111,21.875,2022,7.7,1233.0,0,158.6,209.2,0.0,0.0,0.0,250.0,36.0,38.8,124.5,30.4,0.44,,
WBMP183,1616,West Bengal,Paschim Medinipur,Pingla,Maligram,87.64472222,22.26277778,2022,8.0,1029.0,0,603.9,95.7,0.0,0.0,0.0,200.0,36.0,26.7,115.3,20.8,0.51,,
WBMP184,1617,West Bengal,Jhargram,Binpur-II,Muransol,86.76638889,22.63083333,2022,8.36,572.1,0,292.8,46.1,0.0,0.0,0.0,190.0,42.0,20.6,31.2,1.4,0.14,,
WBMP186,1618,West Bengal,Jhargram,Jamboni,Hijli,86.854153,22.405566,2022,8.33,345.3,0,97.6,60.3,3.3,0.0,0.0,105.0,30.0,7.3,29.6,8.0,0.0,,
WBMP195,1619,West Bengal,Paschim Medinipur,Dantan-I,Birbhadrapur,87.28305556,21.82722222,2022,8.55,160.8,0,67.1,21.3,0.2,0.0,0.0,100.0,24.0,9.7,6.2,2.2,0.05,,
WBMP198,1620,West Bengal,Jhargram,Jamboni,Nunia,86.845507,22.497452,2022,8.09,385.0,0,268.4,24.8,0.0,0.0,0.0,160.0,36.0,17.0,20.8,0.9,0.0,,
WBMP200,1621,West Bengal,Paschim Medinipur,Salboni,Gobru,87.32666667,22.50972222,2022,8.43,78.05,0,67.1,17.7,0.0,0.2,0.0,35.0,16.0,1.2,3.5,1.4,0.54,,
WBMP208,1622,West Bengal,Paschim Medinipur,Midnapore,Manidah,87.21472222,22.42944444,2022,7.62,1153.0,0,323.3,198.5,0.0,0.0,0.0,240.0,36.0,36.4,124.6,19.5,0.21,,
WBMP215,1623,West Bengal,Paschim Medinipur,Daspur-I,Jiakhali,87.741175,22.54494,2022,7.65,1119.0,0,244.0,223.3,0.0,0.0,0.0,250.0,42.0,35.2,104.4,50.8,0.14,,
WBMP218,1624,West Bengal,Paschim Medinipur,Narayangarh,Nekurseni,87.30583333,22.00444444,2022,8.09,540.3,0,329.4,31.9,0.0,0.0,0.0,190.0,42.0,20.6,74.2,4.8,0.05,,
WBMP223,1625,West Bengal,Purba Medinipur,Sutahata,Haldia,88.06111111,22.03,2022,8.48,315.5,0,231.8,24.8,0.0,0.0,0.0,165.0,24.0,25.5,12.6,2.4,0.04,,
WBND007,1626,West Bengal,Nadia,Nabadwip,Nabadwipghat,88.384186,23.412372,2022,7.43,1276.0,0,231.8,177.3,92.3,146.9,0.0,445.0,108.0,42.5,100.4,4.8,0.0,,
WBND008,1627,West Bengal,Nadia,Nabadwip,Nabadwiptown,88.371568,23.413438,2022,7.76,608.0,0,237.9,39.0,46.4,25.6,0.0,240.0,64.0,19.4,29.3,16.6,0.24,,
WBND009,1628,West Bengal,Nadia,Nakashipara,Mayapur,88.383493,23.415813,2022,7.07,1156.0,0,372.1,134.7,79.5,1.6,0.0,320.0,36.0,55.9,105.9,2.8,0.12,,
WBND012,1629,West Bengal,Nadia,Krishnanagar-II,Bahadurpur,88.462573,23.43921,2022,7.01,1090.0,0,183.0,102.8,54.3,182.9,0.0,310.0,80.0,26.7,91.0,5.0,0.08,,
