well_id,sno,state,district,block,location,latitude,longitude,year,ph,ec,co3,hco3,cl,so4,no3,po4,th,ca,mg,na,k,f,tds,sio2
W235455073084301,2846,Gujarat,Sabarkantha,Vadoli,Kesharpura,23.3464,72.9582,2019,7.73,1110.0,0.0,183.0,191.0,63.0,95.0,,400.0,124.0,22.0,67.0,2.1,0.77,744.0,
W235524072511201,2847,Gujarat,Sabarkantha,IDAR,Chandap_DW,23.9227,72.8443,2019,7.49,1275.0,0.0,256.0,248.0,62.0,35.0,,370.0,84.0,39.0,130.0,3.5,0.78,854.0,
W232000073180001,2848,Gujarat,Sabarkantha,DHANSURA,Karanpur,23.3324,73.3269,2019,7.8,693.0,0.0,256.0,78.0,20.0,44.0,,240.0,16.0,49.0,63.0,0.3,0.74,464.0,
W232041073275201,2849,Gujarat,Sabarkantha,MALPUR,Malpur_1,23.3715,73.4556,2019,7.76,775.0,0.0,256.0,57.0,36.0,115.0,,360.0,48.0,58.0,30.0,0.3,0.6900000000000001,519.0,
W240030073070001,2850,Gujarat,Sabarkantha,KHEDBRAHMA,Silwad,24.0128,73.1241,2019,7.6,5031.0,0.0,366.0,1335.0,205.0,113.0,,1500.0,72.0,321.0,475.0,10.9,0.91,3371.0,
W233609073091601,2851,Gujarat,Sabarkantha,HIMATNAGAR,Mathasuliya,23.6037,73.1366,2019,7.63,1395.0,0.0,244.0,199.0,86.0,141.0,,410.0,36.0,78.0,107.0,35.0,0.21,935.0,
W240640073003001,2852,Gujarat,Sabarkantha,KHEDBRAHMA,Matoda,24.1115,73.008,2019,7.0,3963.0,0.0,134.0,1056.0,250.0,16.0,,1011.0,313.0,56.0,410.0,15.0,0.68,2655.0,
W232100073120001,2853,Gujarat,Sabarkantha,DHANSURA,Dhansura,23.3472,73.1994,2019,7.52,1135.0,0.0,354.0,142.0,64.0,60.0,,480.0,84.0,66.0,68.0,0.86,0.54,760.0,
W235400073071001,2854,Gujarat,Sabarkantha,VADALI,Choriwad,23.8963,73.1175,2019,7.89,2174.0,0.0,329.0,432.0,73.0,220.0,,1051.0,329.0,56.0,70.0,2.9,0.73,1457.0,
W235030073021501,2855,Gujarat,Sabarkantha,IDAR,Idar,23.8417,73.0305,2019,7.63,1026.0,0.0,195.0,121.0,64.0,139.0,,330.0,84.0,29.0,95.0,1.1,5.5,687.0,
W233043073162801,2856,Gujarat,Sabarkantha,MODASA,Medasana,23.5289,73.2164,2019,7.26,922.0,0.0,305.0,99.0,36.0,51.0,,300.0,60.0,36.0,86.0,1.1,0.72,618.0,
W242230073020001,2857,Gujarat,Sabarkantha,KHEDBRAHMA,Poshina2,24.3684,73.031,2019,7.78,1511.0,0.0,439.0,220.0,129.0,5.0,,530.0,112.0,61.0,120.0,35.0,1.0,1012.0,
W232911073235501,2858,Gujarat,Sabarkantha,MODASA,Seenawad,23.4763,73.3956,2019,7.28,1608.0,0.0,183.0,312.0,101.0,104.0,,550.0,140.0,49.0,122.0,2.3,0.52,1077.0,
W230730073123001,2859,Gujarat,Sabarkantha,BAYAD,Boral,23.1291,73.2151,2019,7.88,2914.0,0.0,451.0,567.0,143.0,145.0,,731.0,72.0,134.0,337.0,1.0,0.61,1952.0,
W235227072574701,2860,Gujarat,Sabarkantha,IDAR,Sabalwad,23.871,72.9534,2019,7.85,967.0,0.0,244.0,99.0,99.0,69.0,,270.0,60.0,29.0,102.0,0.88,5.0,648.0,
W231434072562701,2861,Gujarat,Sabarkantha,Talod,Boriya,23.267,72.9239,2019,7.63,2594.0,0.0,232.0,560.0,108.0,125.0,,741.0,112.0,112.0,210.0,0.75,0.52,1738.0,
W212249073001501,2862,Gujarat,Surat,Mangroj,Bhatkol,21.3803,73.0042,2019,7.85,937.0,0.0,366.0,114.0,50.0,1.7000000000000002,,350.0,40.0,61.0,72.0,1.8,0.86,628.0,
W211820072543901,2863,Gujarat,Surat,Kamrej,sayan,21.3056,72.9108,2019,7.83,1930.0,0.0,451.0,398.0,116.0,27.0,,730.0,36.0,156.0,162.0,0.6000000000000001,0.42,1293.0,
W211730072554501,2864,Gujarat,Surat,Kamrej,Kathor,21.2917,72.9292,2019,7.86,1673.0,0.0,592.0,185.0,152.0,26.0,,500.0,24.0,107.0,198.0,1.2,0.5,1121.0,
W211013073040701,2865,Gujarat,Surat,Bardoli,Mota,21.1703,73.0861,2019,8.05,2558.0,0.0,646.0,462.0,110.0,18.0,,310.0,24.0,61.0,465.0,1.6,0.92,1714.0,
W210440072593001,2866,Gujarat,Surat,Palsara,Palsana,21.0778,72.9917,2019,7.78,976.0,0.0,488.0,71.0,18.0,11.0,,310.0,28.0,58.0,101.0,13.0,0.06,654.0,
W210330073053001,2867,Gujarat,Surat,Bardoli,Sarbhon,21.0583,73.0917,2019,8.08,1128.0,0.0,403.0,128.0,63.0,6.9,,360.0,20.0,75.0,105.0,2.6,1.35,756.0,
W205014073171601,2868,Gujarat,Surat,Mahwa,Vaheval,20.8372,73.2878,2019,7.54,866.0,0.0,366.0,64.0,43.0,28.0,,370.0,32.0,71.0,41.0,0.5,0.19,580.0,
W210345073113001,2869,Gujarat,Surat,Bardoli,Allu,21.0625,73.1917,2019,7.95,665.0,0.0,354.0,28.0,26.0,20.0,,300.0,24.0,58.0,35.0,0.4,1.0,446.0,
W205700073210501,2870,Gujarat,Surat,Vyara,Bedchit,20.95,73.3639,2019,7.64,1620.0,0.0,427.0,284.0,56.0,31.0,,630.0,24.0,139.0,97.0,0.6000000000000001,0.66,1085.0,
W210231073192401,2871,Gujarat,Surat,Valod,Kelkui,21.0336,73.3233,2019,7.83,498.0,0.0,256.0,35.0,12.0,12.0,,220.0,24.0,39.0,29.0,0.5,0.24,334.0,
W203335073052501,2872,Gujarat,Surat,Vankal,Wankal,21.436,73.231,2019,7.87,507.0,0.0,293.0,21.0,23.0,11.0,,250.0,32.0,41.0,26.0,0.2,0.24,340.0,
W211727073125201,2873,Gujarat,Surat,Mandvi,Nogama,21.2908,73.2144,2019,7.95,724.0,0.0,293.0,57.0,25.0,19.0,,260.0,20.0,51.0,48.0,1.9,0.4,485.0,
W212715073115401,2874,Gujarat,Surat,Mandvi,Paneshwar,21.395,73.158,2019,7.59,1694.0,0.0,232.0,369.0,100.0,32.0,,550.0,32.0,114.0,137.0,0.9,0.33,1135.0,
W225032069221501,2875,Gujarat,Surat,Mandvi,Mandvi,21.2542,73.2958,2019,7.5,1247.0,0.0,439.0,121.0,53.0,22.0,,400.0,24.0,83.0,95.0,0.5,0.51,835.0,
W211645073205901,2876,Gujarat,Surat,Mandvi,Moti Sarkui,21.2792,73.3497,2019,7.77,709.0,0.0,281.0,50.0,19.0,35.0,,270.0,24.0,51.0,37.0,0.2,0.41,475.0,
W212453073254001,2877,Gujarat,Surat,Mandvi,Katradevi,,,2019,7.71,876.0,0.0,220.0,142.0,41.0,14.0,,210.0,28.0,34.0,105.0,0.5,0.34,587.0,
W212730073293001,2878,Gujarat,Surat,Umarpada,Juna Umarpada,21.4492,73.4867,2019,7.66,427.0,0.0,207.0,28.0,42.0,1.4,,210.0,40.0,27.0,21.0,0.5,0.28,286.0,
W210638072501601,2879,Gujarat,Surat,Surat,Jiav,21.115,72.833,2019,7.52,1217.0,0.0,293.0,227.0,31.0,10.0,,420.0,72.0,58.0,91.0,11.6,0.16,815.0,
W211346072472601,2880,Gujarat,Surat,Surat,Saroli,21.189,72.885,2019,8.01,1440.0,0.0,671.0,121.0,47.0,17.0,,200.0,24.0,34.0,205.0,97.0,1.01,965.0,
W224630071440001,2881,Gujarat,Surendranagar,Wadhvan,Dedadra,22.775,71.7333,2019,7.53,888.0,0.0,476.0,50.0,61.2,6.5,,240.0,68.0,17.0,117.0,9.5,3.45,595.0,
W225130071470001,2882,Gujarat,Surendranagar,Lakhtar,Lakhtar,22.8583,71.7833,2019,7.18,602.0,0.0,256.0,43.0,28.8,2.4,,150.0,48.0,7.3,73.0,7.7,1.8,403.0,
W222515071063701,2883,Gujarat,Surendranagar,Chotila,Moti Moladi,22.4208,71.1103,2019,7.1,6960.0,0.0,207.0,2024.0,430.6,218.0,,2390.0,60.0,545.0,500.0,0.81,0.76,4663.0,
W223445071115901,2886,Gujarat,Surendranagar,Chotila,Than,22.5792,71.1997,2019,7.44,4018.0,0.0,232.0,1001.0,303.4,61.0,,1020.0,316.0,56.0,397.0,3.5,0.94,2692.0,
W224325071401501,2887,Gujarat,Surendranagar,Surendranagar,Surendranagar,22.7167,71.6083,2019,8.04,3585.0,0.0,622.0,675.0,300.5,28.0,,370.0,40.0,66.0,610.0,1.2,4.35,2402.0,
W224837071422101,2888,Gujarat,Surendranagar,Wadhvan,Anindra,22.8103,71.7058,2019,7.74,608.0,0.0,207.0,36.0,108.55,2.0,,290.0,80.0,22.0,29.0,1.7000000000000002,2.95,407.0,
W225030071353001,2889,Gujarat,Surendranagar,Dhangadhara,Rajsitapur,22.8417,71.5917,2019,7.85,2206.0,0.0,390.0,476.0,66.1,13.0,,420.0,80.0,54.0,300.0,4.6,1.58,1478.0,
W225253071440801,2891,Gujarat,Surendranagar,Lakhtar,Modhvana,22.8814,71.7356,2019,7.38,1241.0,0.0,268.0,163.0,98.15,2.0,,390.0,80.0,46.0,73.0,9.5,1.24,831.0,
W205515073345001,2892,Gujarat,The Dangs,The Dangs,Kalibel,20.9208,73.5806,2019,7.69,638.0,0.0,317.0,50.0,0.0,11.0,,140.0,52.0,2.0,92.0,0.6000000000000001,0.1,427.0,
W205800073383001,2893,Gujarat,The Dangs,The Dangs,Bardipada,20.64,73.6914,2019,7.3,619.0,0.0,305.0,36.0,5.0,19.0,,280.0,68.0,27.0,20.0,0.2,0.4,415.0,
W205500073404501,2894,Gujarat,The Dangs,The Dangs,Mahal,20.9167,73.6792,2019,7.48,532.0,0.0,305.0,28.0,10.0,19.0,,280.0,56.0,34.0,17.0,0.9,0.3,356.0,
W215615086434501,2895,Gujarat,The Dangs,The Dangs,Baripada,20.6417,73.6917,2019,7.46,418.0,0.0,183.0,28.0,17.0,10.0,,180.0,48.0,15.0,17.0,0.6000000000000001,0.4,280.0,
W202505084132801,2896,Gujarat,The Dangs,The Dangs,Ambapada,19.018,72.885,2019,7.44,379.0,0.0,195.0,21.0,5.0,15.0,,180.0,48.0,15.0,13.0,0.3,0.6000000000000001,254.0,
W205200073370001,2899,Gujarat,The Dangs,The dangs,Sodmal,20.8667,73.6167,2019,7.7,490.0,0.0,268.0,28.0,20.0,17.0,,240.0,52.0,27.0,25.0,0.3,0.19,328.0,
W221500073430001,2900,Gujarat,Vadodara,SANKHEDA,Alladpur,22.25,73.7167,2019,7.33,1150.0,0.0,439.0,85.0,43.0,58.0,,360.0,52.0,56.0,98.0,2.6,1.2,771.0,
W221340073290001,2901,Gujarat,Vadodara,DABHOI,Amreshwar,22.2278,73.4833,2019,7.57,3434.0,0.0,586.0,730.0,85.0,132.0,,420.0,48.0,73.0,593.0,2.9,0.58,2301.0,
W222300073560001,2902,Gujarat,Vadodara,CHHOTA UDAIPUR,Asala,22.3833,73.9333,2019,7.38,972.0,0.0,195.0,135.0,99.0,54.0,,390.0,136.0,12.0,44.0,2.0,1.1,651.0,
W221213074003801,2903,Gujarat,Vadodara,Chhota Udaipur,Asar,22.2036,74.0106,2019,7.71,2450.0,0.0,561.0,252.0,45.0,356.0,,210.0,32.0,32.0,462.0,6.5,6.4,1642.0,
W220815074003001,2904,Gujarat,Vadodara,KAVANT,Baladgam,22.1375,74.0083,2019,7.85,1320.0,0.0,293.0,92.0,18.0,265.0,,110.0,32.0,7.3,253.0,2.0,1.0,884.0,
W221200073540001,2905,Gujarat,Vadodara,JETPUR PAVI,Bhindol,22.2,73.9,2019,7.95,2302.0,0.0,976.0,138.0,18.0,136.0,,350.0,20.0,73.0,367.0,1.9,2.6,1542.0,
W221615073430001,2906,Gujarat,Vadodara,SANKHEDA,Bodeli,22.2708,73.7167,2019,7.27,5535.0,0.0,573.0,1021.0,64.0,775.0,,1380.0,220.0,202.0,640.0,1.6,1.2,3708.0,
W221115073591501,2907,Gujarat,Vadodara,KAVANT,Chavaria,22.1875,73.9875,2019,7.47,2590.0,0.0,525.0,269.0,26.0,445.0,,410.0,48.0,71.0,401.0,8.9,3.7,1735.0,
W221830074010002,2908,Gujarat,Vadodara,CHHOTA UDAIPUR,Chhota Udepur,22.3083,74.0167,2019,7.42,810.0,0.0,244.0,78.0,71.0,33.0,,240.0,68.0,17.0,75.0,0.9,1.2,543.0,
W222400074080001,2909,Gujarat,Vadodara,CHHOTA UDAIPUR,Chisadia,22.4,74.1333,2019,7.25,1355.0,0.0,305.0,149.0,114.0,115.0,,490.0,92.0,63.0,83.0,5.0,0.35,908.0,
W222200074123001,2910,Gujarat,Vadodara,CHHOTA UDAIPUR,Ferkuva,22.3667,74.2083,2019,7.44,901.0,0.0,403.0,28.0,37.0,45.0,,390.0,88.0,41.0,25.0,1.9,0.99,604.0,
W222200074043001,2911,Gujarat,Vadodara,CHHOTA UDAIPUR,Ghamodi,22.3667,74.075,2019,7.65,4025.0,0.0,915.0,553.0,44.0,421.0,,480.0,32.0,97.0,702.0,1.5,1.6,2697.0,
W180015076261201,2913,Gujarat,Vadodara,SANKHEDA,Makni,22.225,73.6792,2019,7.42,647.0,0.0,256.0,43.0,42.0,42.0,,260.0,44.0,36.0,39.0,1.6,0.97,433.0,
W220830072543001,2914,Gujarat,Vadodara,PADRA,Masor,22.1417,72.9083,2019,7.36,790.0,0.0,268.0,78.0,53.0,20.0,,260.0,40.0,39.0,60.0,1.9,0.71,529.0,
W220040074050001,2915,Gujarat,Vadodara,KAVANT,Moti Chikhali,22.0111,74.0833,2019,7.28,800.0,0.0,268.0,35.0,73.0,68.0,,360.0,96.0,29.0,16.0,3.3,0.37,536.0,
W221200074023001,2916,Gujarat,Vadodara,KAVANT,Panwad,22.2,74.0417,2019,7.48,3200.0,0.0,610.0,461.0,76.0,375.0,,650.0,44.0,131.0,429.0,17.0,1.3,2144.0,
W221630073263001,2917,Gujarat,Vadodara,VAGHODIA,Patiyapura,22.275,73.4417,2019,7.19,1150.0,0.0,207.0,106.0,111.0,157.0,,480.0,112.0,49.0,41.0,1.5,0.18,771.0,
W221700073301001,2918,Gujarat,Vadodara,VAGHODIA,Saidal,22.2833,73.5028,2019,8.12,1930.0,0.0,598.0,170.0,87.0,158.0,,240.0,24.0,44.0,331.0,5.9,1.3,1293.0,
W220330074010001,2919,Gujarat,Vadodara,KAVANT,Saidivasana,22.0583,74.0167,2019,7.73,565.0,0.0,220.0,35.0,30.0,26.0,,200.0,52.0,17.0,38.0,0.5,0.1,379.0,
W220215073531501,2920,Gujarat,Vadodara,NASVADI,Sengpur,22.0375,73.8875,2019,7.85,715.0,0.0,305.0,43.0,45.0,11.0,,300.0,60.0,36.0,25.0,1.2,0.35,479.0,
W215445073203001,2921,Gujarat,Vadodara,SINOR,Sinor,21.9125,73.3417,2019,7.35,1320.0,0.0,439.0,106.0,59.0,95.0,,580.0,60.0,105.0,34.0,0.3,0.17,884.0,
W222900073121001,2922,Gujarat,Vadodara,SAVLI,Tundav,22.4833,73.2028,2019,7.36,3201.0,0.0,451.0,348.0,137.0,600.0,,1040.0,64.0,214.0,245.0,23.0,0.87,2145.0,
W220400074083001,2923,Gujarat,Vadodara,KAVANT,Vagudan,22.0667,74.1417,2019,7.46,683.0,0.0,98.0,71.0,27.0,135.0,,140.0,24.0,19.0,94.0,0.8,0.26,458.0,
W220934073244501,2924,Gujarat,Vadodara,DABHOI,Vega,22.1594,73.4125,2019,7.45,2820.0,0.0,561.0,291.0,40.0,485.0,,350.0,44.0,58.0,482.0,3.5,0.67,1889.0,
W224450073212001,2925,Gujarat,Vadodara,SAVLI,Vejpur2,22.7472,73.3556,2019,7.68,2040.0,0.0,610.0,170.0,66.0,215.0,,270.0,44.0,39.0,345.0,0.6000000000000001,1.9,1367.0,
W202800073093001,2928,Gujarat,Valsad,Dharampur,Lakadmal,20.4667,73.1583,2019,7.6,435.0,0.0,159.0,57.0,31.0,11.0,,210.0,48.0,22.0,20.0,0.9,0.17,291.0,
W202145072583001,2929,Gujarat,Valsad,Pardi,Karwad,20.3625,72.975,2019,7.8,886.0,0.0,342.0,99.0,47.0,17.0,,370.0,72.0,46.0,53.0,10.2,0.17,594.0,
W201930072503001,2930,Gujarat,Valsad,Umergaon,Kanadu,20.325,72.8417,2019,7.86,433.0,0.0,220.0,36.0,29.0,2.2,,210.0,40.0,27.0,25.0,0.7000000000000001,0.31,290.0,
W201300072503001,2931,Gujarat,Valsad,Umergaon,Tumb,20.2167,72.8417,2019,7.88,754.0,0.0,268.0,85.0,19.0,19.0,,290.0,44.0,44.0,45.0,0.6000000000000001,0.56,505.0,
W201530072530001,2932,Gujarat,Valsad,Umergaon,Dahli (Bhilad),20.2583,72.8833,2019,7.76,744.0,0.0,281.0,85.0,37.0,18.0,,300.0,88.0,19.0,46.0,0.6000000000000001,0.18,498.0,
W202749072550501,2933,Gujarat,Valsad,Pardi,Udwada,20.4636,72.9181,2019,7.74,1025.0,0.0,305.0,128.0,73.0,40.0,,460.0,96.0,54.0,35.0,0.6000000000000001,0.29,687.0,
W150700077383502,2934,A.P.,ANANTHAPUR,,Gooty-alt,15.1167,77.6431,2019,7.85,2840.0,0.0,1037.0,383.0,5.3,31.0,,690.0,144.0,80.0,256.0,133.0,1.21,1666.0,
W144200076510001,2935,A.P.,ANANTHAPUR,,Rayadurg-new,14.7,76.85,2019,7.74,1660.0,0.0,354.0,206.0,99.0,181.0,,440.0,148.0,17.0,172.0,12.0,0.61,1052.0,
W142442077431201,2936,A.P.,ANANTHAPUR,,Dharmavaram,14.4117,77.72,2019,7.6,1950.0,0.0,525.0,227.0,118.0,126.0,,435.0,92.0,50.0,244.0,5.1,1.41,1183.0,
W135730077143001,2938,A.P.,ANANTHAPUR,,Madakasira1,13.9583,77.2417,2019,7.6,2020.0,0.0,537.0,269.0,131.0,66.0,,500.0,128.0,44.0,208.0,44.0,1.09,1219.0,
W135800077100001,2939,A.P.,ANANTHAPUR,,Budipalli,13.9667,77.1667,2019,7.95,1170.0,0.0,470.0,99.0,37.0,26.0,,325.0,64.0,40.0,69.0,85.0,2.15,710.0,
W141612078032701,2940,A.P.,ANANTHAPUR,,Malakavemula-rs,14.27,78.0575,2019,7.98,1870.0,0.0,586.0,227.0,109.0,25.0,,690.0,100.0,107.0,111.0,2.0,2.3,1042.0,
W142112078021501,2941,A.P.,ANANTHAPUR,,Adivi Brahmanapalli,14.3533,78.0375,2019,7.85,1880.0,0.0,616.0,135.0,56.0,231.0,,530.0,96.0,71.0,187.0,2.3,2.85,1157.0,
W135340077082501,2942,A.P.,ANANTHAPUR,,Kothapalem,13.8833,77.1333,2019,7.74,1380.0,0.0,378.0,184.0,105.0,14.0,,440.0,120.0,34.0,108.0,12.0,1.5,809.0,
W144018077273001,2943,A.P.,ANANTHAPUR,,Waddipalli,14.6717,77.4583,2019,8.1,2390.0,0.0,878.0,255.0,41.0,90.0,,550.0,112.0,66.0,278.0,28.0,2.29,1408.0,
W140250078022001,2944,A.P.,ANANTHAPUR,,Ingaluru,14.0472,78.0389,2019,8.17,2540.0,0.0,927.0,269.0,97.0,36.0,,460.0,112.0,44.0,237.0,228.0,1.75,1590.0,
W135510078115501,2945,A.P.,ANANTHAPUR,,Tanakallu-PZ,13.9194,78.1986,2019,7.94,2770.0,0.0,293.0,411.0,374.0,216.0,,780.0,240.0,44.0,274.0,5.1,1.81,1745.0,
W150630077373001,2946,A.P.,ANANTHAPUR,,Gooty-PZ,15.1083,77.625,2019,8.0,1380.0,0.0,586.0,106.0,2.4,71.0,,410.0,88.0,46.0,122.0,11.0,1.85,806.0,
W141800077030001,2947,A.P.,ANANTHAPUR,,Kundurpi-DW14,14.3,77.05,2019,7.73,2720.0,0.0,561.0,312.0,129.0,404.0,,550.0,128.0,56.0,246.0,215.0,1.31,1834.0,
W140600078060001,2948,A.P.,ANANTHAPUR,,Muthyalacherevu Poolab,14.1,78.1,2019,8.05,390.0,0.0,189.0,21.0,1.4,10.0,,105.0,28.0,9.0,38.0,6.0,0.77,229.0,
W135246077315101,2949,A.P.,ANANTHAPUR,,Manesamudram-Pz,13.8794,77.5308,2019,7.7,720.0,0.0,366.0,28.0,6.0,17.0,,205.0,50.0,20.0,70.0,1.2,1.22,417.0,
W135540077191301,2950,A.P.,ANANTHAPUR,,Bullasamudram-Pz,13.9278,77.3203,2019,8.0,1080.0,0.0,421.0,99.0,39.0,17.0,,205.0,36.0,28.0,152.0,3.5,1.2,633.0,
W135021077061401,2951,A.P.,ANANTHAPUR,,RollaAqII-PZ,13.8392,77.1039,2019,7.85,1350.0,0.0,415.0,149.0,86.0,43.0,,420.0,64.0,63.0,114.0,5.9,1.1,779.0,
W133934078422201,2952,A.P.,CHITTOOR,,Chintaparti-1,13.5042,78.7153,2019,7.05,2650.0,0.0,488.0,539.0,132.0,33.0,,690.0,140.0,83.0,282.0,14.0,1.49,1523.0,
W134124079211803,2953,A.P.,CHITTOOR,,Tirumala1,13.69,79.355,2019,7.31,810.0,0.0,281.0,78.0,50.0,15.0,,300.0,69.0,31.0,40.0,14.0,0.4,468.0,
W132542079571201,2954,A.P.,CHITTOOR,,Satyavedu,13.4283,79.9533,2019,7.7,560.0,0.0,189.0,50.0,51.0,1.9,,220.0,60.0,17.0,25.0,3.0,0.31,324.0,
W134024079194201,2955,A.P.,CHITTOOR,,Suritipalli,13.6733,79.3283,2019,7.74,850.0,0.0,262.0,110.0,52.0,1.2,,285.0,50.0,39.0,63.0,2.3,0.53,477.0,
W133400079140001,2956,A.P.,CHITTOOR,,Mungilipattu,13.5667,79.2333,2019,7.54,1580.0,0.0,500.0,241.0,3.4,45.0,,390.0,72.0,51.0,180.0,5.5,0.95,904.0,
W134300079370002,2957,A.P.,CHITTOOR,,Erpedu1,13.7167,79.6167,2019,7.74,1140.0,0.0,378.0,177.0,6.2,4.2,,440.0,74.0,62.0,48.0,19.0,0.32,622.0,
W133200078542001,2958,A.P.,CHITTOOR,,Battuvaripalli,13.5333,78.9056,2019,7.8,1330.0,0.0,647.0,71.0,4.8,37.0,,490.0,120.0,46.0,75.0,9.0,0.7000000000000001,757.0,
W131015078591501,2959,A.P.,CHITTOOR,,Shankrantipalli,13.1708,78.9875,2019,7.92,1100.0,0.0,549.0,60.0,4.8,12.0,,460.0,112.0,44.0,37.0,6.6,0.8,613.0,
W133401079005501,2960,A.P.,CHITTOOR,,Marriguntalagani Palli,13.5669,79.0153,2019,7.94,2060.0,0.0,939.0,177.0,1.9,11.0,,500.0,128.0,44.0,115.0,219.0,0.84,1269.0,
W133905079323301,2961,A.P.,CHITTOOR,,Guntuvaripalli-DW13,13.6514,79.5425,2019,7.8,1060.0,0.0,354.0,156.0,11.0,11.0,,350.0,56.0,51.0,79.0,5.5,0.32,585.0,
W132723079574901,2962,A.P.,CHITTOOR,,Ammasi Reddy Kandriga-,13.4564,79.9636,2019,8.2,120.0,0.0,49.0,7.1,5.8,4.3,,35.0,10.0,2.0,11.0,0.8,0.2,71.0,
W133311078314501,2963,A.P.,CHITTOOR,,Basani Khonda-DW14,13.5531,78.5292,2019,7.17,6820.0,0.0,390.0,1801.0,521.0,5.6,,1490.0,313.0,172.0,880.0,4.0,0.95,3934.0,
W131544079033701,2964,A.P.,CHITTOOR,,Kanipakam-DW14,13.2622,79.0603,2019,7.72,2420.0,0.0,293.0,539.0,181.0,25.0,,700.0,160.0,73.0,229.0,7.0,0.52,1394.0,
W133117079225101,2965,A.P.,CHITTOOR,,BalezapalliDW15,13.5214,79.3808,2019,7.88,920.0,0.0,433.0,60.0,1.4,23.0,,255.0,42.0,37.0,93.0,1.2,0.86,522.0,
W130852079115401,2966,A.P.,CHITTOOR,,Bandarapalli-PZ,13.1478,79.1983,2019,7.83,910.0,0.0,189.0,174.0,51.0,1.2,,275.0,50.0,37.0,82.0,1.0,0.5,511.0,
W132152079114401,2967,A.P.,CHITTOOR,,Penumuru-PZ,13.3644,79.1956,2019,7.75,1150.0,0.0,256.0,220.0,5.8,61.0,,480.0,112.0,49.0,42.0,2.0,0.44,647.0,
W133840078570101,2968,A.P.,CHITTOOR,,Piler-PZ,13.6444,78.9503,2019,7.98,890.0,0.0,311.0,110.0,26.0,9.2,,325.0,50.0,49.0,53.0,3.9,0.78,491.0,
W131839079151501,2969,A.P.,CHITTOOR,,Katikapally-PZ,13.3108,79.2542,2019,7.45,2250.0,0.0,415.0,397.0,91.0,161.0,,830.0,144.0,114.0,128.0,13.0,0.43,1301.0,
W132526079265001,2970,A.P.,CHITTOOR,,Karvetinagar-PZ,13.4239,79.4472,2019,7.98,480.0,0.0,244.0,21.0,9.1,0.47,,140.0,46.0,6.0,42.0,7.0,1.4,282.0,
W131833079194401,2971,A.P.,CHITTOOR,,Pillarakuppam,13.3092,79.3289,2019,7.89,810.0,0.0,409.0,43.0,1.4,10.0,,220.0,42.0,28.0,82.0,4.3,1.1,461.0,
W131150079221101,2972,A.P.,CHITTOOR,,V R Kuppam,13.1972,79.3697,2019,7.85,640.0,0.0,336.0,25.0,2.9,7.8,,255.0,56.0,28.0,27.0,4.3,0.8200000000000001,356.0,
W131639078573601,2973,A.P.,CHITTOOR,,Aragonda,13.2775,78.96,2019,7.3,2830.0,0.0,317.0,596.0,137.0,213.0,,920.0,192.0,107.0,224.0,3.5,0.61,1667.0,
W131126078543102,2974,A.P.,CHITTOOR,,Bangarupalem PZ,13.1906,78.9086,2019,7.94,820.0,0.0,207.0,156.0,14.0,6.1,,195.0,28.0,30.0,96.0,3.5,0.45,462.0,
W172724082022201,2975,A.P.,EAST GODAVARI,,Addateegala,17.4783,82.0186,2019,7.02,490.0,0.0,244.0,11.0,28.3,0.18,,210.0,50.0,21.0,15.4,0.8,0.76,276.0,
W171501081523301,2976,A.P.,EAST GODAVARI,,Gokavaram,17.25,81.8667,2019,7.07,690.0,0.0,336.0,43.0,7.0,3.0,,245.0,46.0,32.0,44.0,2.3,0.76,382.0,
W113250077083001,2977,A.P.,EAST GODAVARI,,Rajanagaram,17.0792,81.9042,2019,7.19,1440.0,0.0,378.0,248.0,49.0,11.0,,340.0,84.0,32.0,171.0,4.0,0.48,831.0,
W171000082170001,2978,A.P.,EAST GODAVARI,,Gollaprolu,17.1667,82.2833,2019,7.3,2530.0,0.0,659.0,397.0,82.0,98.0,,640.0,128.0,78.0,214.0,123.0,0.28,1522.0,
W170640082154501,2979,A.P.,EAST GODAVARI,,Pithapuram,17.1111,82.2625,2019,7.5,2150.0,0.0,586.0,340.0,12.0,127.0,,640.0,148.0,66.0,134.0,112.0,0.29,1296.0,
W112216076161201,2980,A.P.,EAST GODAVARI,,Uppada,17.0806,82.3375,2019,7.8,1790.0,0.0,610.0,227.0,8.2,82.0,,460.0,128.0,34.0,178.0,36.0,0.38,1066.0,
W165700082141501,2981,A.P.,EAST GODAVARI,,Kakinada-ii,16.95,82.2375,2019,7.9,280.0,0.0,92.0,35.0,11.5,2.7,,85.0,22.0,7.0,23.5,2.7,0.37,161.0,
W164100081510001,2982,A.P.,EAST GODAVARI,,Delta gannavarm,16.6833,81.85,2019,7.91,980.0,0.0,458.0,74.0,7.0,3.0,,210.0,46.0,23.0,125.0,6.0,0.65,563.0,
W164400082133401,2983,A.P.,EAST GODAVARI,,Yanam,16.7333,82.2261,2019,7.8,870.0,0.0,397.0,60.0,9.1,18.4,,310.0,96.0,17.0,49.0,14.1,0.25,506.0,
W163459082014201,2984,A.P.,EAST GODAVARI,,Amalapuram,16.5831,82.0283,2019,7.84,1070.0,0.0,403.0,106.0,24.0,36.0,,350.0,108.0,20.0,66.0,32.5,0.47,638.0,
