well_id,sno,state,district,block,location,latitude,longitude,year,ph,ec,co3,hco3,cl,so4,no3,po4,th,ca,mg,na,k,f,tds,sio2
W254029084355301,1,Himachal Pradesh,Solan,Nallagarh,JAGATPUR,31.1594,76.6785,2019,8.44,299.0,43.0,87.0,21.0,0.0,2.7,0.0,84.0,17.0,10.0,39.0,2.4,0.2,,11.0
W251908084361501,2,Himachal Pradesh,Solan,Nallagarh,BARUNA,31.154,76.6384,2019,8.4,270.0,43.0,87.0,14.0,0.0,10.0,0.0,116.0,10.0,18.0,23.0,1.0,0.12,,12.0
W310955076364001,3,Himachal Pradesh,Solan,Nallagarh,BHATOLI,31.1651,76.6082,2019,8.4,318.0,43.0,87.0,21.0,0.0,13.0,0.0,116.0,10.0,18.0,28.0,2.5,0.15,,13.0
W310143076392701,4,Himachal Pradesh,Solan,Nallagarh,MAGANPURA,31.02,76.65,2019,8.12,715.0,0.0,131.0,134.0,21.0,52.0,0.0,200.0,38.0,26.0,68.0,4.0,0.14,,16.0
W321645075471501,5,Himachal Pradesh,Kangra,Nurpur,PANJPIR,32.28,75.7914,2019,8.12,277.0,0.0,171.0,14.0,0.0,10.0,0.0,110.0,28.0,9.7,26.0,2.01,0.22,,30.0
W321645075503001,6,Himachal Pradesh,Kangra,Nurpur,JASSUR,32.2796,75.8408,2019,8.45,330.0,24.0,122.0,21.0,0.0,21.0,0.0,140.0,24.0,19.0,23.0,1.99,0.16,,14.0
W321300075401501,7,Himachal Pradesh,Kangra,Indora,MOHTLI,32.2157,75.6687,2019,8.18,377.0,0.0,146.0,42.0,0.0,23.0,0.0,120.0,32.0,9.7,35.0,4.9,0.15,,17.0
W320045076140001,8,Himachal Pradesh,Kangra,Kangra,BANDH,32.0042,76.2299,2019,8.45,310.0,12.0,159.0,28.0,0.0,7.2,0.0,110.0,32.0,7.3,24.0,0.0,0.3,,23.0
W320630076162001,9,Himachal Pradesh,Kangra,Kangra,KANGRA,32.1067,76.2752,2019,8.47,275.0,12.0,110.0,21.0,0.0,20.0,0.0,110.0,28.0,0.0,22.0,2.2,0.15,,23.0
W320200076150001,10,Himachal Pradesh,Kangra,Kangra,TAKIPUR,32.0503,76.2538,2019,8.25,307.0,0.0,134.0,21.0,0.0,23.0,0.0,130.0,28.0,15.0,16.0,0.0,0.12,,10.0
W320315076372501,11,Himachal Pradesh,Kangra,Baijnath,PAPROLA,32.0536,76.6338,2019,7.72,200.0,0.0,85.0,21.0,0.0,15.0,0.0,70.0,24.0,0.0,20.0,3.9,0.32,,6.0
W314745076200001,12,Himachal Pradesh,Kangra,Dehra gopipur,BHAROLI,31.7921,76.3342,2019,8.32,630.0,12.0,159.0,83.0,10.0,32.0,0.0,180.0,36.0,22.0,57.0,1.9,0.15,,9.8
W321605076010001,13,Himachal Pradesh,Kangra,Nurpur,MAO,32.2603,76.0106,2019,8.4,312.0,12.0,171.0,21.0,0.0,1.6,0.0,130.0,40.0,7.3,28.0,1.0,0.17,,14.0
W320730075413001,14,Himachal Pradesh,Kangra,Indora,ANDAURA,32.1369,75.6894,2019,8.5,400.0,48.0,171.0,21.0,5.0,7.7,0.0,140.0,28.0,17.0,55.0,2.3,0.25,,19.0
W320330075431501,15,Himachal Pradesh,Kangra,Indora,BAROTA,32.0388,75.7192,2019,8.32,415.0,12.0,171.0,28.0,0.0,36.0,0.0,150.0,32.0,17.0,26.0,19.0,0.1,,15.0
W314710076175001,16,Himachal Pradesh,Kangra,Rakkar,HARDOGRI,31.7839,76.2956,2019,8.3,385.0,24.0,159.0,35.0,0.0,3.3,0.0,150.0,44.0,9.7,32.0,1.5,0.15,,15.0
W320624076243902,17,Himachal Pradesh,Kangra,Kangra,CHAKBAN AMBARI,32.1068,76.4111,2019,8.0,150.0,0.0,61.0,20.0,0.0,7.3,0.0,50.0,16.0,0.0,16.0,0.0,0.1,,13.0
W320943075592701,18,Himachal Pradesh,Kangra,Indora,DARKATI,32.1622,75.9909,2019,8.35,345.0,12.0,146.0,27.0,0.0,24.0,0.0,120.0,24.0,15.0,28.0,14.0,0.12,,15.0
W320536076155201,19,Himachal Pradesh,Kangra,Kangra,OLD KANGRA,32.0934,76.2645,2019,8.47,362.0,48.0,110.0,13.0,12.0,16.0,0.0,160.0,40.0,15.0,25.0,1.5,0.14,,29.0
W315800076321701,20,Himachal Pradesh,Kangra,Kang-Palmpur,Ladhi,31.9667,76.5382,2019,8.2,255.0,0.0,134.0,21.0,20.0,1.0,0.0,120.0,28.0,19.0,17.0,8.9,0.14,,3.9
W322125075514101,21,Himachal Pradesh,KANGRA,Nurpur,PARNALLA,32.3572,75.8614,2019,8.32,200.0,24.0,85.0,6.7,0.0,1.7000000000000002,0.0,100.0,24.0,9.7,12.0,0.0,0.22,,12.0
W321715075521501,22,Himachal Pradesh,KANGRA,Nurpur,BOD,32.2869,75.8697,2019,8.6,795.0,60.0,232.0,57.0,0.0,58.0,0.0,290.0,56.0,36.0,48.0,20.0,0.3,,22.0
W321016075414301,23,Himachal Pradesh,Kangra,Indaura,Changara,32.1713,75.6954,2019,8.4,255.0,24.0,110.0,14.0,0.0,4.1,0.0,110.0,12.0,19.0,21.0,1.3,0.18,,22.0
W321514075531101,24,Himachal Pradesh,KANGRA,Jawali,THALI,32.254,75.8865,2019,7.9,195.0,0.0,146.0,6.7,0.0,5.2,0.0,100.0,24.0,9.7,17.0,0.0,0.15,,22.0
W321045075565701,25,Himachal Pradesh,KANGRA,Jawali,BHARMAR,32.1627,75.9638,2019,8.38,315.0,24.0,146.0,11.0,0.0,10.0,0.0,130.0,44.0,0.0,18.0,2.6,0.15,,15.0
W311240076284501,26,Himachal Pradesh,KANGRA,Indora,KOTLA,32.2363,76.0483,2019,8.48,300.0,24.0,159.0,13.0,0.0,9.1,0.0,140.0,12.0,27.0,26.0,2.0,0.14,,23.0
W315838075541801,27,Himachal Pradesh,Kangra,Indaura,Jagir,31.9729,75.903,2019,8.4,480.0,24.0,134.0,42.0,24.0,22.0,0.0,180.0,24.0,29.0,30.0,8.0,0.16,,6.7
W313930076564501,28,Himachal Pradesh,MANDI,Mandi,GUTKAR,31.66,76.95,2019,8.18,244.0,0.0,102.0,28.0,0.0,14.0,0.0,84.0,29.0,0.0,18.0,6.0,0.48,,14.0
W313445076544501,29,Himachal Pradesh,MANDI,Sundernagar,KANED,31.5789,76.9134,2019,8.15,522.0,0.0,189.0,50.0,29.0,11.0,0.0,158.0,29.0,20.0,37.0,14.0,0.17,,19.0
W204733081030501,30,Himachal Pradesh,MANDI,Mandi,LOHARA,31.5886,76.9451,2019,8.04,1052.0,0.0,102.0,156.0,167.0,72.0,0.0,347.0,76.0,38.0,75.0,6.8,0.1,,22.0
W313330076534501,31,Himachal Pradesh,MANDI,Sundernagar,JARL,31.5515,76.8959,2019,8.45,396.0,43.0,116.0,35.0,0.0,8.7,0.0,168.0,42.0,15.0,21.0,2.3,0.14,,14.0
W213251076155901,32,Himachal Pradesh,MANDI,Aut,JHIRI,31.8347,77.1716,2019,8.09,367.0,0.0,116.0,35.0,0.0,42.0,0.0,147.0,38.0,13.0,13.0,3.9,0.17,,21.0
W313353076552601,33,Himachal Pradesh,MANDI,Bahl,Dinak,31.5648,76.9241,2019,8.42,445.0,43.0,102.0,43.0,0.0,22.0,0.0,179.0,29.0,26.0,25.0,1.7000000000000002,0.13,,11.0
W314131076252701,34,Himachal Pradesh,HAMIRPUR,Nadaun,KANGU,31.6864,76.4244,2019,8.04,361.0,0.0,218.0,28.0,0.0,1.7000000000000002,0.0,189.0,55.0,13.0,11.0,1.6,0.18,,14.0
W313652076282901,35,Himachal Pradesh,HAMIRPUR,Nadaun,GALORE,31.6146,76.4747,2019,8.46,350.0,57.0,87.0,21.0,0.0,6.9,0.2,168.0,51.0,10.0,10.0,6.1,0.13,,14.0
W315430077074501,36,Himachal Pradesh,Kullu,Kullu,GADAURI,31.6573,77.1312,2019,8.18,378.0,0.0,102.0,35.0,0.0,61.0,0.0,158.0,38.0,15.0,11.0,5.0,0.07,,16.0
W315750077070001,37,Himachal Pradesh,kullu,Kullu,kullu,31.9648,77.1153,2019,8.53,470.0,29.0,175.0,35.0,0.0,48.0,0.0,177.0,63.0,8.4,36.0,12.0,0.12,,11.0
W321400076083901,38,Himachal Pradesh,CHAMBA,Bhattiyat,UPPER THULEL,32.2335,76.1443,2019,8.36,215.0,14.0,87.0,14.0,0.0,2.8,0.0,105.0,21.0,13.0,7.0,0.0,0.1,,15.0
W282315076135001,39,Himachal Pradesh,SIRMOUR,Kala Amb,Kheri,30.5261,77.1944,2019,8.37,320.0,29.0,102.0,21.0,0.0,17.0,0.0,137.0,51.0,0.0,13.0,4.2,0.22,,15.0
W302844077323901,40,Himachal Pradesh,SIRMOUR,Paonta Valley,Miserwala,30.4791,77.5444,2019,8.55,492.0,71.0,131.0,28.0,0.0,10.0,0.0,242.0,63.0,20.0,13.0,2.4,0.1,,14.0
W303218077150801,41,Himachal Pradesh,SIRMOUR,Paonta Valley,Sainwala II,30.5385,77.2524,2019,8.36,481.0,29.0,102.0,43.0,0.0,51.0,0.0,189.0,21.0,33.0,24.0,1.0,0.18,,19.0
W302830077330001,42,Himachal Pradesh,SIRMOUR,Paonta sahib,KIYARDA,30.473,77.5489,2019,8.0,142.0,0.0,103.0,14.0,0.0,5.7,0.0,63.0,13.0,7.7,18.0,2.5,0.07,,10.0
W130730078073001,43,Himachal Pradesh,SIRMOUR,Paonta sahib,KOLAR,30.4977,77.4409,2019,7.93,413.0,0.0,145.0,21.0,43.0,27.0,0.0,179.0,46.0,15.0,13.0,2.6,0.08,,15.0
W254545085051501,44,Himachal Pradesh,SIRMOUR,Paonta sahib,NAYAGAON,30.4977,77.4409,2019,8.22,205.0,0.0,145.0,7.0,0.0,18.0,0.0,105.0,25.0,10.0,16.0,0.0,0.08,,15.0
W131434093023901,45,Himachal Pradesh,SIRMOUR,Paonta sahib,SHIBPUR,30.486,77.5228,2019,8.45,284.0,14.0,102.0,7.0,0.0,90.0,0.0,147.0,38.0,13.0,16.0,1.0,0.12,,11.0
W302954077283401,46,Himachal Pradesh,SIRMOUR,Paonta sahib,DHAULAKUAN,30.5016,77.4733,2019,8.22,345.0,0.0,116.0,21.0,0.0,55.0,0.0,147.0,38.0,13.0,12.0,1.6,0.09,,10.0
W302625077372501,47,Himachal Pradesh,SIRMOUR,Paonta sahib,BADRIPUR,30.4489,77.6089,2019,8.21,431.0,0.0,130.0,35.0,35.0,33.0,0.0,168.0,34.0,20.0,19.0,3.7,0.07,,15.0
W302814077351501,48,Himachal Pradesh,SIRMOUR,Paonta sahib,AJIWALA,30.4703,77.5867,2019,8.46,492.0,57.0,116.0,28.0,0.0,25.0,0.0,158.0,34.0,18.0,19.0,42.0,0.13,,17.0
W302915077435001,49,Himachal Pradesh,SIRMOUR,Paonta sahib,KHODAWALA,30.4873,77.7047,2019,8.38,488.0,57.0,160.0,21.0,0.0,4.5,0.0,252.0,25.0,46.0,7.0,1.3,0.1,,14.0
W303112077171201,50,Himachal Pradesh,SIRMOUR,Paonta sahib,AKKWALA,30.5201,77.2869,2019,8.13,290.0,0.0,145.0,14.0,0.0,56.0,0.0,116.0,21.0,15.0,30.0,4.5,0.07,,17.0
W221356076232801,51,Himachal Pradesh,UNA,Amb,DAULATPUR,31.7791,75.9972,2019,8.35,805.0,36.0,122.0,92.0,135.0,24.0,0.0,190.0,28.0,29.0,120.0,2.2,0.15,,25.0
W314100076070002,52,Himachal Pradesh,UNA,Amb,AMB,31.6853,76.1216,2019,8.7,490.0,60.0,183.0,21.0,0.0,0.6000000000000001,0.0,170.0,12.0,34.0,48.0,7.5,0.22,,15.0
W313945076034501,53,Himachal Pradesh,UNA,Amb,GAGRET,31.6607,76.062,2019,8.1,400.0,0.0,110.0,42.0,35.0,23.0,0.0,180.0,56.0,15.0,12.0,1.2,0.07,,23.0
W313215076121501,54,Himachal Pradesh,UNA,Una,PANOH,31.5349,76.2009,2019,7.48,445.0,0.0,232.0,28.0,0.0,9.9,0.0,90.0,8.0,7.3,69.0,1.3,0.14,,16.0
W314215076041501,55,Himachal Pradesh,UNA,Amb,MUBARIKPUR,31.7083,76.0844,2019,8.25,410.0,0.0,159.0,28.0,35.0,23.0,0.0,170.0,24.0,27.0,26.0,1.3,0.14,,20.0
W312215076151501,56,Himachal Pradesh,UNA,Haroli,LALEHRI,31.3734,76.2633,2019,8.5,472.0,36.0,183.0,28.0,0.0,18.0,0.0,180.0,28.0,27.0,40.0,2.7,0.23,,27.0
W312800076154501,57,Himachal Pradesh,UNA,Una,UNA,31.4696,76.2707,2019,8.4,790.0,24.0,134.0,106.0,88.0,23.0,0.0,190.0,20.0,34.0,102.0,1.5,0.23,,25.0
W215547076265101,58,Himachal Pradesh,UNA,Amb,JAWAR,31.7433,76.195,2019,8.24,280.0,0.0,134.0,21.0,25.0,16.0,0.0,130.0,32.0,12.0,22.0,2.7,0.2,,21.0
W313207076242302,59,Himachal Pradesh,UNA,Bangana,RAJLI PANJAL,31.5362,76.4052,2019,8.38,705.0,36.0,146.0,35.0,18.0,0.0,0.0,230.0,16.0,46.0,70.0,1.8,0.16,,18.0
W313725076203101,60,Himachal Pradesh,UNA,Bangana,BHANGANA,31.6248,76.3406,2019,8.4,427.0,24.0,110.0,50.0,5.0,18.0,0.0,110.0,20.0,15.0,52.0,0.0,0.15,,13.0
W280415076344501,61,Himachal Pradesh,UNA,Bangana,BAWAL,31.5481,76.3064,2019,8.79,640.0,71.0,247.0,43.0,0.0,2.8,0.0,180.0,20.0,32.0,86.0,4.0,0.45,,12.0
W262330084571501,62,Himachal Pradesh,UNA,Amb,DHARAMPUR,31.4466,76.2284,2019,8.42,401.0,57.0,58.0,21.0,0.0,39.0,0.0,150.0,32.0,17.0,26.0,0.0,0.24,,25.0
W313237076082601,63,Himachal Pradesh,UNA,Amb,PANJAWAR,31.5473,76.1428,2019,8.38,329.0,29.0,73.0,21.0,0.0,51.0,0.0,140.0,20.0,22.0,15.0,1.3,0.13,,14.0
W314020076024501,64,Himachal Pradesh,UNA,Amb,AMBOTA,31.6705,76.048,2019,8.12,523.0,0.0,102.0,21.0,57.0,115.0,0.0,220.0,56.0,19.0,19.0,1.0,0.07,,15.0
W314128076020601,65,Himachal Pradesh,UNA,Amb,SINGHNEI,31.6916,76.0353,2019,8.47,265.0,43.0,87.0,28.0,0.0,12.0,0.0,110.0,24.0,12.0,35.0,1.5,0.14,,16.0
W314513076003901,66,Himachal Pradesh,UNA,Amb,MAWA KALAN,31.7549,76.0085,2019,8.26,220.0,0.0,145.0,14.0,0.0,12.0,0.0,105.0,17.0,15.0,18.0,0.0,0.3,,11.0
W314733075590901,67,Himachal Pradesh,UNA,Amb,BABEHR,31.7897,75.9918,2019,8.06,353.0,0.0,203.0,21.0,0.0,12.0,0.0,137.0,25.0,18.0,28.0,2.0,0.24,,20.0
W314816075591201,68,Himachal Pradesh,UNA,Amb,RAIPUR MARWADI,31.8002,75.9836,2019,8.1,325.0,0.0,102.0,43.0,0.0,25.0,0.0,147.0,29.0,18.0,10.0,1.0,0.16,,21.0
W312343076175601,69,Himachal Pradesh,UNA,Amb,NANGRAN,31.3979,76.2922,2019,8.37,260.0,29.0,116.0,14.0,0.0,5.8,0.0,116.0,17.0,18.0,21.0,2.0,0.18,,14.0
W232212073403801,70,Himachal Pradesh,UNA,Amb,KHANPUR,31.3779,76.3068,2019,8.04,642.0,0.0,363.0,43.0,0.0,8.9,0.0,273.0,42.0,41.0,37.0,2.1,0.23,,16.0
W312121076190201,71,Himachal Pradesh,UNA,Amb,SANTOKHGARH,31.3577,76.3154,2019,8.38,523.0,43.0,102.0,64.0,0.0,19.0,0.0,210.0,21.0,38.0,26.0,2.5,0.18,,17.0
W313533076073401,72,Himachal Pradesh,UNA,Amb,LOHARLI,31.5927,76.1263,2019,8.12,385.0,0.0,102.0,57.0,0.0,21.0,0.0,126.0,31.0,10.0,24.0,3.1,0.11,,19.0
W300146073395501,73,Rajasthan,GANGANAGAR,KARANPUR,Sunderpura_Pz,30.029,73.665,2019,8.1,275.0,0.0,132.0,38.0,54.0,6.0,0.07,170.0,47.0,12.82,24.0,6.1,0.32,179.0,
W255500083450001,74,Rajasthan,HANUMANGARH,SANGARIYA,RATANPURA,29.85,74.45,2019,8.45,1110.0,72.0,364.0,60.0,85.0,46.0,0.16,165.0,43.0,14.03,209.0,12.8,0.76,722.0,
W295045074143001,75,Rajasthan,GANGANAGAR,SANGARIYA,KHERUWALA,29.846,74.242,2019,7.96,300.0,0.0,120.0,52.0,36.0,7.0,0.1,130.0,39.0,7.95,38.0,6.4,0.5,195.0,
W295015074243501,76,Rajasthan,HANUMANGARH,SANGARIYA,BOLANWALI,29.838,74.41,2019,7.34,310.0,0.0,108.0,31.0,63.0,7.0,0.06,145.0,47.0,6.74,26.0,6.3,0.5,202.0,
W294930073434501,77,Rajasthan,GANGANAGAR,GANGANAGAR,CHUNAWAD,29.825,73.729,2019,8.0,280.0,0.0,120.0,38.0,49.0,9.0,0.05,140.0,51.0,3.1,31.0,5.0,0.32,182.0,
W294900073270001,78,Rajasthan,GANGANAGAR,KARANPUR,KARANPUR1,29.817,73.45,2019,7.4,275.0,0.0,120.0,45.0,48.0,8.0,0.15,160.0,43.0,12.82,26.0,5.9,0.55,179.0,
W294830073440001,79,Rajasthan,GANGANAGAR,GANGANAGAR,TATARSAR,29.808,73.733,2019,8.0,570.0,0.0,181.0,60.0,116.0,9.0,0.1,240.0,59.0,22.56,54.0,7.1,0.85,371.0,
W294745073264501,80,Rajasthan,GANGANAGAR,KARANPUR,RUPANAGAR,29.796,73.446,2019,8.2,450.0,0.0,242.0,38.0,66.0,6.0,0.12,250.0,79.0,12.86,33.0,8.0,0.55,293.0,
W294530074160001,81,Rajasthan,HANUMANGARH,HANUMANGARH,DHOLIPAL,29.758,74.267,2019,7.5,2040.0,0.0,413.0,351.0,205.0,55.0,0.1,795.0,171.0,89.56,115.0,42.0,0.17,1326.0,
W294445073540001,82,Rajasthan,GANGANAGAR,SADULSHAHAR,GANESHGARH,29.746,73.9,2019,8.0,330.0,0.0,169.0,31.0,51.0,8.0,0.06,180.0,51.0,12.83,27.0,7.6,1.1,215.0,
W294330073354501,83,Rajasthan,GANGANAGAR,PADAMPUR,DELWAN,29.725,73.596,2019,7.73,245.0,0.0,120.0,31.0,51.0,8.0,0.1,130.0,43.0,5.52,31.0,6.0,0.27,156.0,
W294200074291501,84,Rajasthan,HANUMANGARH,TIBI,SALEWALI,29.7,74.488,2019,8.0,2780.0,0.0,474.0,492.0,335.0,44.0,0.2,475.0,100.0,54.83,456.0,12.5,0.31,1807.0,
W294145073550001,85,Rajasthan,GANGANAGAR,SADULSHAHAR,SURANWALI,29.696,73.917,2019,8.0,1150.0,0.0,303.0,88.0,323.0,6.0,0.05,450.0,91.0,54.21,120.0,11.5,2.5,748.0,
W294100074094501,86,Rajasthan,HANUMANGARH,HANUMANGARH,PAKKASARNA,29.683,74.163,2019,7.88,1100.0,0.0,339.0,202.0,56.0,10.0,0.06,125.0,47.0,1.88,230.0,5.5,0.31,715.0,
W294058073513001,87,Rajasthan,GANGANAGAR,PADAMPUR,Narsinghpur,29.683,73.858,2019,8.2,250.0,0.0,120.0,31.0,39.0,7.0,0.05,130.0,39.0,7.95,26.0,5.6,0.35,163.0,
W293800074033601,88,Rajasthan,HANUMANGARH,PILIBANGA,GOLUWALA,29.633,74.06,2019,8.4,1400.0,36.0,498.0,81.0,105.0,67.0,0.12,170.0,43.0,15.25,260.0,19.7,5.4,910.0,
W293800073460001,89,Rajasthan,GANGANAGAR,PADAMPUR,BINJBALIA,29.633,73.767,2019,8.16,285.0,0.0,95.0,52.0,56.0,7.0,0.05,160.0,51.0,7.96,25.0,4.7,0.27,185.0,
W293800073270001,90,Rajasthan,GANGANAGAR,RAISINGHNAGAR,GAJSINGHPURA,29.633,73.45,2019,8.0,420.0,0.0,132.0,60.0,81.0,7.0,0.12,220.0,83.0,3.14,28.0,6.0,0.55,273.0,
W293730074303001,91,Rajasthan,HANUMANGARH,TIBI,CHANDURWALA,29.625,74.508,2019,7.72,290.0,0.0,132.0,31.0,54.0,10.0,0.15,150.0,51.0,5.53,29.0,4.0,0.14,189.0,
W293730074190001,92,Rajasthan,HANUMANGARH,HANUMANGARH,SATIPURA,29.625,74.317,2019,7.52,1400.0,0.0,413.0,159.0,161.0,11.0,0.05,295.0,70.0,29.26,200.0,9.7,0.8200000000000001,910.0,
W293345073581501,93,Rajasthan,HANUMANGARH,PILIBANGA,LAKHASAR1,29.563,73.971,2019,7.56,7300.0,0.0,413.0,1757.0,1020.0,18.0,0.5700000000000001,725.0,200.0,54.95,1450.0,19.4,2.5,4745.0,
W293340074200001,95,Rajasthan,HANUMANGARH,HANUMANGARH,KOHLA,29.561,74.333,2019,7.43,260.0,0.0,108.0,38.0,68.0,9.0,0.06,140.0,43.0,7.95,35.0,6.0,0.22,169.0,
W293230073270001,96,Rajasthan,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,29.542,73.45,2019,8.2,500.0,0.0,205.0,53.0,65.0,19.0,0.2,200.0,64.0,9.8,57.0,7.0,0.6000000000000001,325.0,
W293115073350001,97,Rajasthan,GANGANAGAR,RAISINGHNAGAR,MUKLAWA,29.521,73.583,2019,8.1,260.0,0.0,120.0,38.0,52.0,8.0,0.12,140.0,43.0,7.95,32.0,6.0,0.27,169.0,
W293045073370001,98,Rajasthan,GANGANAGAR,RAISINGHNAGAR,JAGATSINGHWALA,29.513,73.617,2019,7.52,7750.0,0.0,344.0,1970.0,1002.0,29.0,0.67,1345.0,311.0,138.36,1270.0,27.4,0.22,5038.0,
W292930073374501,99,Rajasthan,GANGANAGAR,RAISINGHNAGAR,DABLA,29.492,73.629,2019,8.1,325.0,0.0,120.0,52.0,64.0,6.5,0.19,190.0,43.0,20.11,26.0,5.0,1.3,211.0,
W292445074120001,100,Rajasthan,HANUMANGARH,PILIBANGA,PANDITAWALI,29.413,74.2,2019,8.12,960.0,0.0,474.0,60.0,98.0,17.0,0.15,180.0,39.0,20.11,188.0,9.0,1.6,624.0,
W292245074161501,101,Rajasthan,HANUMANGARH,HANUMANGARH,CHOHLINYAWALI,29.379,74.271,2019,8.1,315.0,0.0,132.0,38.0,36.0,8.0,0.11,140.0,47.0,5.53,29.0,6.0,0.8,205.0,
W292132074355501,102,Rajasthan,HANUMANGARH,TIBI,CHISTIAN,29.359,74.599,2019,8.0,530.0,0.0,193.0,74.0,47.0,5.6,0.1,205.0,55.0,16.48,50.0,9.0,1.38,345.0,
W292010073411501,103,Rajasthan,GANGANAGAR,SRI VIJAYNAGAR,JAITSAR,29.354,73.633,2019,8.0,1120.0,0.0,291.0,173.0,155.0,19.0,0.67,270.0,64.0,26.82,165.0,33.0,0.22,728.0,
W291700074101501,104,Rajasthan,GANGANAGAR,PILIBANGA,SARDARPURA,29.283,74.171,2019,8.1,410.0,0.0,193.0,38.0,54.0,6.0,0.37,220.0,52.0,21.95,24.0,5.3,0.35,267.0,
W291650074460001,105,Rajasthan,HANUMANGARH,NOHAR,NOHAR1,29.281,74.767,2019,7.7,330.0,0.0,132.0,31.0,64.0,5.0,0.06,170.0,51.0,10.4,24.0,3.0,0.6000000000000001,215.0,
W291630073463001,106,Rajasthan,GANGANAGAR,SURATGARH,PADAMPURA,29.275,73.775,2019,7.88,575.0,0.0,242.0,45.0,94.0,12.0,0.11,120.0,34.0,8.55,112.0,6.8,0.85,374.0,
W291510074245001,107,Rajasthan,HANUMANGARH,RAWATSAR,RAWATSAR,29.253,74.414,2019,8.09,310.0,0.0,132.0,45.0,39.0,7.0,0.13,150.0,47.0,7.96,30.0,7.0,0.7000000000000001,202.0,
W291500074500001,108,Rajasthan,HANUMANGARH,NOHAR,RAMSARA1,29.25,74.833,2019,8.0,8300.0,0.0,810.0,1450.0,1405.0,40.0,0.56,2160.0,600.0,161.2,928.0,32.0,0.34,5395.0,
W291454073540001,109,Rajasthan,GANGANAGAR,SURATGARH,PIPERAN,29.248,73.9,2019,8.12,2000.0,0.0,791.0,159.0,50.0,218.0,0.07,70.0,23.0,3.07,475.0,6.7,3.6,1300.0,
W291400074450002,110,Rajasthan,HANUMANGARH,NOHAR,BHUKARKA,29.233,74.75,2019,8.2,1400.0,0.0,217.0,279.0,179.0,12.0,0.05,390.0,80.0,46.29,170.0,10.0,1.55,910.0,
W291330073464501,111,Rajasthan,GANGANAGAR,SURATGARH,SANGITA,29.225,73.779,2019,8.4,766.0,12.0,205.0,102.0,70.0,53.0,0.39,240.0,60.0,21.95,90.0,14.0,1.9,498.0,
W291300074320001,112,Rajasthan,HANUMANGARH,RAWATSAR,GANDEHALI,29.217,74.533,2019,7.72,350.0,0.0,144.0,45.0,30.0,10.0,0.05,160.0,47.0,10.39,30.0,1.1,1.1,228.0,
W291200073120001,113,Rajasthan,GANGANAGAR,ANUPGARH,ANUPGARH1,29.191,73.219,2019,7.79,2620.0,0.0,522.0,429.0,160.0,280.0,0.08,550.0,119.0,61.54,390.0,25.2,0.44,1703.0,
W291100074203001,114,Rajasthan,HANUMANGARH,RAWATSAR,DHANASAR,29.183,74.342,2019,8.15,290.0,0.0,108.0,45.0,43.0,6.0,0.05,145.0,38.0,12.2,26.0,6.0,0.93,182.0,
W291100073570001,115,Rajasthan,GANGANAGAR,SURATGARH,RAYANWALI,29.183,73.95,2019,7.7,320.0,0.0,108.0,45.0,87.0,11.0,0.37,180.0,39.0,20.11,30.0,7.6,0.75,208.0,
W291000073430001,116,Rajasthan,GANGANAGAR,SURATGARH,BIRMANA,29.167,73.717,2019,7.72,570.0,0.0,169.0,74.0,95.0,55.0,0.07,190.0,43.0,20.11,90.0,8.8,0.5,371.0,
W291000073223001,117,Rajasthan,GANGANAGAR,ANUPGARH,RAMSINGHPURA,29.167,73.375,2019,7.56,1460.0,0.0,254.0,300.0,145.0,32.0,0.18,610.0,159.0,51.86,86.0,11.5,0.45,949.0,
W290745073471501,118,Rajasthan,GANGANAGAR,SURATGARH,HARISINGHPURA,29.129,73.788,2019,7.7,650.0,0.0,205.0,116.0,55.0,32.0,0.64,190.0,63.0,7.98,103.0,5.0,0.4,423.0,
W290700073551001,119,Rajasthan,GANGANAGAR,SURATGARH,Birdhwal1,29.117,73.919,2019,7.73,345.0,0.0,83.0,88.0,50.0,8.0,0.24,190.0,47.0,17.68,27.0,5.5,0.52,224.0,
W290600075020001,120,Rajasthan,HANUMANGARH,BHADRA,MUNSARI,29.1,75.033,2019,8.0,1460.0,0.0,230.0,329.0,90.0,16.0,0.19,260.0,59.0,27.42,227.0,9.0,1.3,949.0,
W290600073430001,121,Rajasthan,GANGANAGAR,SURATGARH,LALGARIYA,29.1,73.717,2019,8.1,2600.0,0.0,998.0,266.0,305.0,20.0,0.07,200.0,62.0,11.02,620.0,9.3,7.8,1690.0,
W290500073220001,122,Rajasthan,GANGANAGAR,ANUPGARH,KHAL,29.083,73.367,2019,8.12,4030.0,0.0,800.0,602.0,795.0,19.0,0.21,170.0,39.0,17.67,1005.0,13.6,4.4,2620.0,
W290430074180001,123,Rajasthan,HANUMANGARH,RAWATSAR,BIRAMSAR,29.075,74.3,2019,7.72,280.0,0.0,108.0,53.0,63.0,9.0,0.07,145.0,36.0,13.42,40.0,6.0,0.27,182.0,
W290300073511501,124,Rajasthan,GANGANAGAR,SURATGARH,PIPASAR,29.05,73.854,2019,7.4,3320.0,0.0,730.0,457.0,512.0,330.0,0.2,420.0,120.0,29.32,750.0,10.0,3.9,2158.0,
