well_id,sno,state,district,block,location,latitude,longitude,year,ph,ec,co3,hco3,cl,so4,no3,po4,th,ca,mg,na,k,f,sio2,tds
202300480,480,Bihar,East Chamapran,,Chakia 1,26.5506,84.9439,2023,7.85,1032,0,512,14,74,1,0.11,385,70,51,59,2,0.73,,
202300481,481,Bihar,East Chamapran,,Uttari Gavandra,26.3554,85.0221,2023,8.03,610,0,311,11,30,6,0.00,270,64,27,9,10,0.21,,
202300482,482,Bihar,East Chamapran,,Belai,26.7032,85.073,2023,8.09,1525,0,476,195,90,5,0.00,460,90,57,123,29,0.53,,
202300483,483,Bihar,East Chamapran,,Chaita,26.5316,85.0871,2023,7.95,996,0,421,64,61,1,0.00,345,120,11,63,12,0.79,,
202300484,484,Bihar,East Chamapran,,Chiraiya,26.69,85.0889,2023,8.21,722,0,366,39,6,2,0.00,290,94,13,30,3,0.32,,
202300485,485,Bihar,East Chamapran,,Mohabbatpur Dhaka,26.6739,85.1651,2023,7.99,631,0,275,46,25,1,0.00,225,70,12,40,2,0.41,,
202300486,486,Bihar,East Chamapran,,Bhakatiy Tola,26.7862,85.1092,2023,7.82,744,0,415,18,6,1,0.00,260,80,15,52,1,0.73,,
202300487,487,Bihar,East Chamapran,,Ghorasahan,26.8165,85.1295,2023,7.95,2153,0,415,451,89,12,0.24,690,198,47,172,10,0.58,,
202300488,488,Bihar,East Chamapran,,Murarpur (Pawaria Tola),26.5925,84.7989,2023,7.79,448,0,238,11,13,1,0.00,205,48,21,5,4,0.38,,
202300489,489,Bihar,East Chamapran,,Sheoraha,26.5788,84.6777,2023,7.88,604,0,256,21,60,0,0.00,270,82,16,11,4,0.17,,
202300490,490,Bihar,East Chamapran,,Dharampur,26.4229,84.9247,2023,8.18,705,0,378,14,22,0,0.00,320,60,41,9,9,0.55,,
202300491,491,Bihar,East Chamapran,,Rajpur,26.3866,84.8924,2023,8.09,621,0,317,7,39,0,0.00,265,58,29,19,3,0.35,,
202300492,492,Bihar,East Chamapran,,Kizerpura,26.3713,84.8124,2023,8.14,904,0,421,32,60,0,0.00,340,76,36,49,3,0.33,,
202300493,493,Bihar,East Chamapran,,Lala Chapra,26.3347,84.8554,2023,8.21,853,0,415,32,42,1,0.00,340,82,33,37,5,0.28,,
202300494,494,Bihar,East Chamapran,,Rampur Kajuria Bazar,26.3909,84.7682,2023,8.00,1013,0,397,25,142,0,0.00,375,106,27,58,3,0.22,,
202300495,495,Bihar,East Chamapran,,Hussaini,26.3764,84.7807,2023,8.03,765,0,409,14,28,0,0.05,305,60,38,33,2,0.23,,
202300496,496,Bihar,East Chamapran,,Dipau,26.506,84.8314,2023,8.21,644,0,317,25,23,3,0.00,300,76,27,6,6,0.41,,
202300497,497,Bihar,East Chamapran,,Pir Mohalla,26.4374,85.1342,2023,8.22,1410,0,464,128,118,29,0.00,380,104,29,135,23,0.63,,
202300498,498,Bihar,East Chamapran,,Kasba Mehsi,26.3564,85.1188,2023,8.18,1956,0,604,202,169,29,0.16,535,104,67,189,24,0.58,,
202300499,499,Bihar,East Chamapran,,Chaudadanu,26.8304,85.0049,2023,7.88,554,0,299,14,7,1,0.00,205,66,10,34,1,0.39,,
202300500,500,Bihar,East Chamapran,,Lakhwara,26.7587,84.9775,2023,8.00,502,0,268,14,9,1,0.00,155,46,10,42,2,0.81,,
202300501,501,Bihar,East Chamapran,,Bishunpur Matiyarwan,26.6631,84.5796,2023,8.08,1022,0,439,53,69,1,0.09,410,118,28,40,11,0.48,,
202300502,502,Bihar,East Chamapran,,Pakridayal,26.5523,85.0576,2023,7.76,515,0,293,7,10,0,0.00,120,26,13,61,2,0.18,,
202300503,503,Bihar,East Chamapran,,Patahi,26.3694,85.1484,2023,7.91,798,0,342,53,39,2,0.00,305,82,24,30,25,0.20,,
202300504,504,Bihar,East Chamapran,,Khan Pipra,26.4734,85.1597,2023,7.83,763,0,439,11,6,3,0.00,190,68,5,86,3,0.28,,
202300505,505,Bihar,East Chamapran,,Jhakra,26.5506,84.9429,2023,7.99,835,0,433,36,6,8,0.00,245,92,4,68,17,0.55,,
202300506,506,Bihar,East Chamapran,,Raghunathpur,26.9157,84.8295,2023,7.90,411,0,214,18,6,0,0.00,160,52,7,19,3,0.19,,
202300507,507,Bihar,East Chamapran,,Raxaul,26.99,84.8555,2023,7.81,392,0,207,14,4,0,0.00,145,52,4,24,2,0.31,,
202300508,508,Bihar,East Chamapran,,Dubey Tola,26.532,84.7562,2023,8.19,1106,0,427,71,94,3,0.06,345,86,32,91,10,0.35,,
202300509,509,Bihar,East Chamapran,,Dumaria,26.4056,84.7494,2023,7.95,738,0,409,11,20,0,0.00,250,52,29,52,4,0.11,,
202300510,510,Bihar,East Chamapran,,Chapwa (Sugauli),26.7323,84.7519,2023,7.79,1536,0,531,181,71,7,0.11,475,142,29,117,30,0.25,,
202300511,511,Bihar,East Chamapran,,Nakardewa,26.3721,85.2337,2023,7.99,702,0,390,14,10,4,0.00,315,82,27,14,4,0.19,,
202300512,512,Bihar,East Chamapran,,Bairiya Bazar,26.6099,84.8432,2023,7.83,829,0,458,25,3,2,0.00,355,98,27,22,9,0.31,,
202300513,513,Bihar,East Chamapran,,Harpur Nawada,26.5807,84.788,2023,8.21,675,0,360,14,21,0,0.00,285,82,19,20,5,0.43,,
202300514,514,Bihar,Gaya,,Akauna,24.5756,84.7756,2023,8.12,993,0,421,107,27,8,0.00,325,122,5,95,0,2.21,,
202300515,515,Bihar,Gaya,,Guraru,24.8017,84.7836,2023,8.09,1477,0,451,202,72,4,0.00,375,104,28,159,11,1.94,,
202300516,516,Bihar,Gaya,,Sahora,24.9439,85.2033,2023,8.07,631,0,305,25,19,18,0.00,240,62,21,32,11,1.70,,
202300517,517,Bihar,Gaya,,Banke Bazar,24.5169,84.6667,2023,7.78,665,0,220,75,14,2,0.00,115,26,12,83,7,1.94,,
202300518,518,Bihar,Gaya,,Bhadeya,24.5186,84.9536,2023,7.96,557,0,238,50,10,5,0.00,205,76,4,32,3,1.90,,
202300519,519,Bihar,Gaya,,Dangra More,24.9658,85.1141,2023,7.62,744,0,244,78,19,23,0.00,225,82,5,57,2,1.71,,
202300520,520,Bihar,Gaya,,Madhobigha,24.985,85.2641,2023,8.03,1115,0,244,181,114,14,0.00,410,116,29,83,1,1.48,,
202300521,521,Bihar,Gaya,,Bhalua,24.9814,85.0119,2023,8.13,505,0,250,28,12,1,0.00,150,42,11,46,3,1.58,,
202300522,522,Bihar,Gaya,,Bodh Gaya,24.8985,85.3005,2023,7.82,616,0,214,67,18,10,0.00,175,68,1,52,10,1.56,,
202300523,523,Bihar,Gaya,,Dobhi,24.5319,84.9183,2023,7.78,1022,0,409,92,42,21,0.00,295,98,12,110,0,1.72,,
202300524,524,Bihar,Gaya,,Magra,24.4336,84.4856,2023,7.74,1326,0,354,206,79,12,0.00,410,124,24,103,34,1.60,,
202300525,525,Bihar,Gaya,,Fatehpur,24.6417,85.2292,2023,8.10,590,0,244,43,24,3,0.00,245,58,24,23,0,1.55,,
202300526,526,Bihar,Gaya,,Bithosharif,24.8439,85.0105,2023,7.60,1547,0,519,188,56,23,0.00,550,184,22,96,9,1.45,,
202300527,527,Bihar,Gaya,,Chand Chowra Chowk,24.9658,85.1141,2023,7.63,981,0,305,110,32,19,0.00,220,58,18,106,8,2.01,,
202300528,528,Bihar,Gaya,,Ram Kund,24.8117,85.0156,2023,8.00,1393,0,403,199,65,2,0.00,310,108,10,161,16,1.82,,
202300529,529,Bihar,Gaya,,Sangat Gali,24.7825,84.9997,2023,7.89,515,0,220,28,16,21,0.00,180,58,9,34,2,1.50,,
202300530,530,Bihar,Gaya,,Raghunath Khap,24.6836,84.7667,2023,7.70,1256,0,366,170,68,22,0.00,260,82,13,173,0,1.33,,
202300531,531,Bihar,Gaya,,Baseta,24.4353,84.5358,2023,7.67,1175,0,342,142,58,23,0.00,375,110,24,79,12,1.78,,
202300532,532,Bihar,Gaya,,Tarapur,24.9658,85.1141,2023,7.75,1200,0,323,170,61,23,0.00,450,126,33,61,8,1.58,,
202300533,533,Bihar,Gaya,,Konch,24.9181,84.7678,2023,7.80,2685,0,683,355,226,25,0.00,790,208,66,225,29,0.80,,
202300534,534,Bihar,Gaya,,Chanadih,24.8985,85.3005,2023,7.71,634,0,232,71,27,10,0.00,230,70,13,44,0,1.00,,
202300535,535,Bihar,Gaya,,Wazirganj,24.8042,85.2208,2023,8.12,2026,0,616,284,115,22,0.00,290,66,30,345,6,1.44,,
202300536,536,Bihar,Gopalganj,,Dekoli Bazar,26.3034,84.6912,2023,7.94,595,0,357,11,15,0,0.00,275,56,33,11,2,0.77,,
202300537,537,Bihar,Gopalganj,,Manjhwalia,26.2871,84.6866,2023,7.01,932,0,418,8,98,0,0.00,340,82,33,69,3,0.84,,
202300538,538,Bihar,Gopalganj,,Baruli,26.3886,84.5896,2023,7.99,585,0,308,11,32,0,0.00,215,66,12,29,3,0.80,,
202300539,539,Bihar,Gopalganj,,Rampur,26.4057,84.6402,2023,8.03,851,0,437,39,17,3,0.00,350,88,32,36,5,0.92,,
202300540,540,Bihar,Gopalganj,,Bhore,26.4475,84.106,2023,7.88,1319,0,437,113,70,27,0.00,440,60,70,101,7,0.30,,
202300541,541,Bihar,Gopalganj,,Misirbatha,26.4392,84.2068,2023,7.94,1096,0,400,121,43,24,0.00,450,70,67,43,2,0.45,,
202300542,542,Bihar,Gopalganj,,Bijaipur,26.4735,84.0326,2023,8.17,505,0,271,25,17,1,0.00,230,64,17,12,2,0.76,,
202300543,543,Bihar,Gopalganj,,Chanwabe,26.4033,84.3762,2023,8.26,512,0,277,11,8,0,0.00,230,40,32,22,2,0.79,,
202300544,544,Bihar,Gopalganj,,Turkaha,26.4572,84.4286,2023,8.10,588,0,289,18,22,8,0.00,235,56,23,18,3,0.81,,
202300545,545,Bihar,Gopalganj,,Yadavpur Sukal,26.5259,84.4354,2023,7.74,1029,0,320,152,61,1,0.00,400,100,36,30,8,0.95,,
202300546,546,Bihar,Gopalganj,,Hathua,26.369,84.2898,2023,8.43,518,0,264,11,25,0,0.00,260,62,26,10,2,0.74,,
202300547,547,Bihar,Gopalganj,,Lala Pachmawa,26.5414,84.0837,2023,8.48,393,27,172,11,14,0,0.00,165,48,11,15,3,0.63,,
202300548,548,Bihar,Gopalganj,,Jamunaha,26.542,84.1892,2023,7.90,1285,0,406,177,75,3,0.00,415,58,66,84,9,0.83,,
202300549,549,Bihar,Gopalganj,,Katiya,26.5712,84.0769,2023,8.17,442,0,240,18,20,0,0.00,185,58,10,10,3,0.81,,
202300550,550,Bihar,Gopalganj,,Jalalpur,26.596,84.308,2023,7.65,1237,0,431,206,70,20,0.00,420,70,60,114,2,0.25,,
202300551,551,Bihar,Gopalganj,,Bangra Deoria,26.3772,84.4484,2023,7.92,624,0,338,21,17,0,0.00,270,50,35,17,4,0.44,,
202300552,552,Bihar,Gopalganj,,NunaChhapra,26.311,84.46,2023,8.24,560,0,338,7,18,3,0.00,240,40,34,22,2,0.61,,
202300553,553,Bihar,Gopalganj,,Phulwaria,26.3928,84.5163,2023,8.17,573,0,332,11,8,5,0.00,230,42,30,35,3,0.59,,
202300554,554,Bihar,Gopalganj,,Bishambarpur,26.3426,84.4863,2023,8.13,588,0,252,39,26,24,0.00,260,32,44,15,1,0.35,,
202300555,555,Bihar,Gopalganj,,Manjha,26.4028,84.4977,2023,8.01,875,0,344,67,42,7,0.00,385,52,62,23,4,0.73,,
202300556,556,Bihar,Gopalganj,,Bangra,26.3826,84.445,2023,8.06,534,0,320,11,5,0,0.00,230,46,28,14,3,0.69,,
202300557,557,Bihar,Gopalganj,,Bhojpurwa,26.3205,84.6977,2023,7.78,842,0,351,57,59,3,0.00,320,94,21,34,39,0.60,,
202300558,558,Bihar,Gopalganj,,Lachchwar,26.3939,84.3712,2023,8.18,678,0,363,43,11,0,0.00,245,48,30,37,3,0.76,,
202300559,559,Bihar,Jamui,,Chandra Mandih,24.5792,86.4528,2023,8.14,1405,0,403,202,73,13,0.11,480,102,55,100,3,1.41,,
202300560,560,Bihar,Jamui,,Chakai,24.5497,86.4033,2023,7.91,545,0,165,71,14,26,0.00,185,60,9,38,1,0.35,,
202300561,561,Bihar,Jamui,,Aghara,24.97,86.1661,2023,7.69,517,0,244,21,22,3,0.00,190,40,22,31,2,0.40,,
202300562,562,Bihar,Jamui,,Jamui,24.9222,86.2239,2023,7.78,539,0,244,28,20,4,0.00,210,40,27,28,1,0.95,,
202300563,563,Bihar,Jamui,,Ambedkar Nagar,24.7944,86.3603,2023,7.78,562,0,183,71,15,21,0.00,210,38,28,33,1,0.30,,
202300564,564,Bihar,Jamui,,Chandwari,24.774,86.375,2023,7.85,1005,0,342,89,71,29,0.00,305,74,29,88,3,0.81,,
202300565,565,Bihar,Jamui,,Jhajha,24.7683,86.3847,2023,7.95,559,0,281,14,22,3,0.00,190,36,24,41,2,0.68,,
202300566,566,Bihar,Jamui,,Purna Khaira,24.8658,86.2028,2023,8.18,410,0,171,36,10,2,0.03,130,36,10,33,5,0.75,,
202300567,567,Bihar,Jamui,,Lalmatia,24.9836,86.31,2023,7.91,531,0,250,25,20,5,0.00,170,22,28,41,5,1.54,,
202300568,568,Bihar,Jamui,,Laxmipur,25.0044,86.3981,2023,7.83,765,0,262,92,33,7,0.06,205,30,32,76,9,0.19,,
202300569,569,Bihar,Jamui,,Batia,24.9222,86.2239,2023,8.03,511,0,250,25,11,0,0.03,190,48,17,31,2,0.71,,
202300570,570,Bihar,Jamui,,Sono,24.7371,86.3062,2023,8.05,774,0,342,53,30,3,0.00,225,54,22,71,5,0.71,,
202300571,571,Bihar,Jehanabad,,Gaurakshini,25.2073,84.9909,2023,7.95,1274,0,427,156,61,3,0.17,330,34,60,124,28,0.76,,
202300572,572,Bihar,Jehanabad,,Bolakhpur,25.0947,85.1401,2023,7.98,596,0,281,32,11,8,0.00,250,44,34,22,1,0.78,,
202300573,573,Bihar,Jehanabad,,Lakhwar,25.1367,85.0917,2023,7.53,738,0,317,57,13,15,0.27,290,60,34,35,4,0.66,,
202300574,574,Bihar,Jehanabad,,Hulasganj,25.0857,85.1477,2023,7.68,1046,0,348,131,27,31,0.00,335,72,38,79,10,0.74,,
202300575,575,Bihar,Jehanabad,,Jehanabad Hosp.,25.2104,84.9865,2023,7.88,1799,0,598,209,83,35,0.18,455,80,62,175,49,0.62,,
202300576,576,Bihar,Jehanabad,,Kako,25.2286,85.063,2023,7.82,3136,0,817,557,83,33,0.21,980,156,143,254,25,0.64,,
202300577,577,Bihar,Jehanabad,,Alubikha,25.0721,85.0335,2023,7.93,3228,0,1129,408,75,48,0.18,1030,186,137,216,89,0.66,,
202300578,578,Bihar,Jehanabad,,Mukhdumpur,25.062,84.9705,2023,8.01,872,0,397,46,37,8,0.22,250,32,41,81,6,0.75,,
202300579,579,Bihar,Kaimur,,Adhaura,24.6958,83.6139,2023,7.87,1514,0,427,234,42,41,0.00,605,152,55,55,23,0.78,,
202300580,580,Bihar,Kaimur,,Bare,25.1101,83.6193,2023,8.15,829,0,336,71,32,6,0.11,305,82,24,43,11,0.83,,
202300581,581,Bihar,Kaimur,,Bhabhua,25.0397,83.6056,2023,7.95,686,0,268,60,19,18,0.00,310,90,21,15,2,0.78,,
202300582,582,Bihar,Kaimur,,Saraiya,24.9778,83.591,2023,8.21,723,0,287,60,23,21,0.07,300,68,32,22,9,0.84,,
202300583,583,Bihar,Kaimur,,Tori Forest Chk. Post (Bhagwanpur),24.9478,83.6054,2023,8.03,1495,0,482,185,55,48,0.05,575,148,50,60,31,0.68,,
202300584,584,Bihar,Kaimur,,Khariava,25.0536,83.4629,2023,8.01,979,0,409,75,28,26,0.07,430,82,55,20,11,0.87,,
202300585,585,Bihar,Kaimur,,Chand,25.1142,83.3983,2023,8.10,1248,0,348,195,45,20,0.11,480,110,50,53,19,0.84,,
202300586,586,Bihar,Kaimur,,Karmnasa,25.242,83.441,2023,7.83,514,0,281,18,2,0,0.00,235,38,34,7,3,0.79,,
202300587,587,Bihar,Kaimur,,Keshopur,25.232,83.4402,2023,8.22,671,0,323,32,15,12,0.00,285,50,39,17,9,0.74,,
202300588,588,Bihar,Kaimur,,Mohania (N.W.),25.164,83.6216,2023,7.94,1243,0,403,153,54,25,0.00,470,120,41,57,19,0.68,,
202300589,589,Bihar,Kaimur,,Nuawan,25.3643,83.7385,2023,7.94,651,0,281,53,12,11,0.00,240,30,40,36,4,0.86,,
202300590,590,Bihar,Kaimur,,Bandipur,25.2996,83.6694,2023,7.88,769,0,384,32,19,7,0.00,290,62,33,39,3,0.83,,
202300591,591,Bihar,Kaimur,,Bevnaliya,25.27,83.5773,2023,8.24,441,0,220,18,7,11,0.00,195,40,23,10,1,0.85,,
202300592,592,Bihar,Kaimur,,Rampur,24.9447,83.7831,2023,7.98,945,0,378,89,21,10,0.00,370,108,24,41,13,0.85,,
202300593,593,Bihar,Katihar,,Balrampur,25.328,87.745,2023,7.91,486,0,177,53,19,2,0.00,220,40,29,10,3,0.25,,
202300594,594,Bihar,Katihar,,Barari 1,25.5047,87.3751,2023,7.84,830,0,189,142,37,28,0.18,315,62,39,44,3,0.23,,
202300595,595,Bihar,Katihar,,Kadwa,25.6628,87.7143,2023,7.85,889,0,311,107,21,23,0.25,315,64,38,50,14,0.18,,
202300596,596,Bihar,Katihar,,Sonali,25.6116,87.7163,2023,7.56,627,0,250,46,28,15,0.00,240,42,33,34,2,0.22,,
202300597,597,Bihar,Katihar,,Hafla 1,25.4911,87.589,2023,7.98,1072,0,329,146,35,27,0.22,415,82,51,53,5,0.24,,
202300598,598,Bihar,Katihar,,Katihar,25.561,87.5491,2023,7.71,825,0,323,75,30,16,0.00,255,38,39,69,4,0.11,,
202300599,599,Bihar,Katihar,,Khiria,25.6066,87.455,2023,7.58,790,0,214,114,21,49,0.21,310,48,46,36,3,0.10,,
202300600,600,Bihar,Katihar,,Korha,25.6236,87.3997,2023,7.93,721,0,250,89,22,7,0.00,280,46,40,37,1,0.00,,
202300601,601,Bihar,Katihar,,Kursela,25.449,87.2545,2023,7.54,964,0,384,85,28,23,0.18,340,60,46,58,11,0.34,,
202300602,602,Bihar,Katihar,,Manihari,25.3392,87.622,2023,7.65,2050,0,817,174,82,27,0.19,710,116,102,130,26,0.24,,
202300603,603,Bihar,Katihar,,Manihari (Kumari),25.4404,87.6127,2023,7.68,864,0,214,149,39,6,0.00,330,70,38,42,10,0.15,,
202300604,604,Bihar,Katihar,,Basantpur,25.465,87.601,2023,7.81,554,0,177,75,17,14,0.00,225,30,36,22,1,0.02,,
202300605,605,Bihar,Katihar,,Bastaul 1,25.5191,87.6727,2023,7.76,788,0,195,146,22,5,0.00,235,38,34,63,19,0.06,,
202300606,606,Bihar,Katihar,,Pranpur,25.4716,87.72,2023,7.92,632,0,244,53,24,21,0.00,255,52,30,23,7,0.30,,
202300607,607,Bihar,Katihar,,Dumaria,25.5174,87.2492,2023,7.65,755,0,128,170,22,16,0.00,335,62,44,17,3,0.00,,
202300608,608,Bihar,Khagaria,,Pirnagra,25.611,86.729,2023,7.89,2241,0,763,249,116,26,0.00,800,156,100,121,44,0.52,,
202300609,609,Bihar,Khagaria,,Basantpur,25.5009,86.5917,2023,7.65,723,0,415,7,10,2,0.00,325,70,36,13,5,0.38,,
202300610,610,Bihar,Khagaria,,Chautham,25.5419,86.6561,2023,7.89,582,0,275,28,25,1,0.00,260,30,45,13,1,0.73,,
202300611,611,Bihar,Khagaria,,Mahesh Khunt,25.4602,86.6377,2023,8.18,1035,0,366,96,70,8,0.00,415,106,36,37,16,0.48,,
202300612,612,Bihar,Khagaria,,Gandhinagar,25.446,86.665,2023,7.95,684,0,366,14,16,1,0.00,310,40,51,15,1,0.83,,
202300613,613,Bihar,Khagaria,,Jamalpur,25.4136,86.6528,2023,7.96,710,0,403,11,5,6,0.00,280,40,44,31,3,0.31,,
202300614,614,Bihar,Khagaria,,Lohia Chowk,25.4678,86.6357,2023,8.01,744,0,390,25,16,2,0.07,300,48,44,28,10,0.53,,
202300615,615,Bihar,Khagaria,,Durgapur  *,25.48,86.457,2023,7.77,1061,0,354,64,144,2,0.00,395,50,66,45,29,0.27,,
202300616,616,Bihar,Khagaria,,Gangaur,25.5078,86.345,2023,7.81,1452,0,397,224,37,19,0.00,495,86,68,71,28,0.89,,
202300617,617,Bihar,Khagaria,,Ismailpur,25.5089,86.3912,2023,7.88,658,0,366,11,11,2,0.14,245,30,41,36,2,0.63,,
202300618,618,Bihar,Khagaria,,Kasimpur,25.5056,86.4116,2023,8.11,685,0,372,18,8,2,0.00,275,62,29,25,7,0.37,,
202300619,619,Bihar,Khagaria,,Khagaria,25.5041,86.4774,2023,8.05,910,0,397,60,35,2,0.00,330,58,45,53,6,0.49,,
202300620,620,Bihar,Khagaria,,Ranko,25.519,86.498,2023,7.95,1290,0,500,89,89,26,0.13,430,52,73,92,12,0.49,,
202300621,621,Bihar,Khagaria,,Sonhauli   *,25.512,86.47,2023,7.78,756,0,317,39,45,17,0.00,315,70,34,23,11,0.35,,
202300622,622,Bihar,Khagaria,,Dewari,25.363,86.714,2023,7.78,1914,0,604,238,107,19,0.12,630,142,67,126,40,0.59,,
202300623,623,Bihar,Khagaria,,Mohaddipur,25.3907,86.7327,2023,7.65,926,0,366,50,74,18,0.00,370,64,51,36,12,0.73,,
202300624,624,Bihar,Khagaria,,Sabalpur,25.543,86.501,2023,7.63,761,0,427,14,5,4,0.00,295,38,49,37,3,0.51,,
202300625,625,Bihar,Kishanganj,,Bahadurganj B,26.2647,87.8285,2023,7.68,442,0,159,43,14,23,0.00,150,20,24,27,9,0.11,,
202300626,626,Bihar,Kishanganj,,Kishanganj,26.0966,87.9487,2023,7.91,763,0,317,50,29,29,0.00,215,42,27,71,9,0.31,,
202300627,627,Bihar,Kishanganj,,Kochadhamin,26.1611,87.7669,2023,7.85,395,0,153,46,7,2,0.11,130,22,18,25,9,0.18,,
202300628,628,Bihar,Kishanganj,,Teragachhi,26.3814,87.6866,2023,7.73,317,0,122,32,7,5,0.00,140,42,9,7,4,0.10,,
202300629,629,Bihar,Lakhisarai,,Fadarpur,25.2501,85.9567,2023,8.11,1770,0,567,192,118,35,0.16,570,130,60,139,9,0.53,,
202300630,630,Bihar,Lakhisarai,,East Girdha,25.0687,86.0653,2023,7.69,1247,0,512,85,72,9,0.05,310,74,30,127,27,1.06,,
202300631,631,Bihar,Lakhisarai,,Jagbada,25.1771,86.185,2023,7.95,1074,0,464,64,51,17,0.05,275,62,29,114,9,0.89,,
202300632,632,Bihar,Lakhisarai,,Nadiyama,25.1237,85.9879,2023,7.77,1725,0,470,277,83,2,0.19,510,72,80,156,8,0.70,,
202300633,633,Bihar,Lakhisarai,,Arma,25.2,86.2464,2023,7.81,3005,0,677,547,159,14,0.22,980,230,98,236,6,0.53,,
202300634,634,Bihar,Lakhisarai,,Kajra,25.16,86.23,2023,7.83,1608,0,586,149,84,33,0.09,465,100,52,151,6,0.87,,
202300635,635,Bihar,Lakhisarai,,Rishi Paharpur,25.2781,86.285,2023,7.84,858,0,342,53,46,33,0.00,315,74,32,50,3,0.41,,
202300636,636,Bihar,Lakhisarai,,Saidpur,25.1833,86.1533,2023,7.79,928,0,390,60,51,7,0.00,270,60,29,76,20,0.63,,
202300637,637,Bihar,Lakhisarai,,Surajgarha,25.1086,86.1308,2023,8.05,524,0,220,43,15,10,0.00,185,36,23,34,2,0.28,,
202300638,638,Bihar,Lakhisarai,,Kiul,25.1736,86.1042,2023,7.91,495,0,220,25,26,3,0.00,165,24,26,38,2,0.71,,
202300639,639,Bihar,Madhepura,,Gwalpara,25.7569,86.8956,2023,7.78,753,0,207,67,50,76,0.14,275,42,41,31,27,0.25,,
202300640,640,Bihar,Madhepura,,Kusthan,25.749,86.99,2023,7.81,961,0,342,89,65,12,0.00,390,78,47,35,11,0.31,,
202300641,641,Bihar,Madhepura,,Uda Kishanganj,25.681,86.949,2023,7.88,1102,0,390,103,70,18,0.00,355,68,45,78,19,0.36,,
202300642,642,Bihar,Madhepura,,Abhiya Tola,25.531,87.05,2023,7.95,440,0,207,18,23,2,0.00,205,44,23,3,8,0.49,,
202300643,643,Bihar,Madhepura,,Chausa1,25.5295,87.0312,2023,7.91,808,0,311,60,46,22,0.00,295,52,40,31,32,0.51,,
202300644,644,Bihar,Madhepura,,Ganeshpur,25.5906,86.9841,2023,7.85,555,0,238,25,26,20,0.00,220,50,23,20,10,0.47,,
202300645,645,Bihar,Madhepura,,Bhimpura,25.9103,86.8475,2023,7.94,788,0,360,39,40,0,0.00,335,80,33,22,12,0.42,,
202300646,646,Bihar,Madhepura,,Madhepura,25.9172,86.7893,2023,7.94,682,0,207,60,44,49,0.08,250,80,12,36,13,0.39,,
202300647,647,Bihar,Madhepura,,Surajganj,26.049,86.7348,2023,7.75,251,0,116,11,16,1,0.00,105,18,15,7,5,0.28,,
202300648,648,Bihar,Madhepura,,Gaushala Chowk,25.905,86.9987,2023,7.63,970,0,348,99,51,6,0.00,295,48,43,74,25,0.32,,
202300649,649,Bihar,Madhepura,,Hathkora Bazar,25.9076,86.892,2023,7.70,841,0,317,75,44,6,0.00,255,48,33,69,12,0.86,,
202300650,650,Bihar,Madhepura,,Murliganj,25.8916,86.9963,2023,8.03,1944,0,665,231,88,4,0.00,640,136,73,139,23,0.19,,
202300651,651,Bihar,Madhepura,,Rajui Rajni Goth,25.8247,86.9905,2023,8.12,801,0,262,67,66,28,0.00,335,68,40,25,12,0.25,,
202300652,652,Bihar,Madhepura,,Rampur,25.8933,86.9516,2023,7.99,664,0,299,32,40,1,0.00,280,54,35,16,13,0.54,,
202300653,653,Bihar,Madhepura,,Barhari,26.08,86.807,2023,7.83,711,0,348,25,35,2,0.18,295,66,32,11,29,0.31,,
202300654,654,Bihar,Madhepura,,Jiwachhapur,26.0272,86.7653,2023,7.68,502,0,183,36,36,18,0.00,175,34,22,28,11,0.55,,
202300655,655,Bihar,Madhepura,,Singheshwar,25.9842,86.7956,2023,7.67,499,0,207,18,30,22,0.11,185,30,27,25,9,0.59,,
202300656,656,Bihar,Madhubani,,Harri,26.3276,86.3028,2023,7.95,448,0,260,11,11,1,0.00,70,26,1,68,1,0.70,,
202300657,657,Bihar,Madhubani,,Babu Barhi,26.4547,86.2755,2023,8.10,759,0,455,25,9,0,0.00,210,28,34,95,1,0.89,,
202300658,658,Bihar,Madhubani,,Mansinghpatti,26.5613,86.0084,2023,8.02,415,0,246,11,8,0,0.00,150,46,9,29,1,0.72,,
202300659,659,Bihar,Madhubani,,Benipatti,26.4436,85.9074,2023,8.14,334,0,166,29,1,0,0.00,90,20,10,35,1,0.29,,
202300660,660,Bihar,Madhubani,,Dharjaki,26.4426,85.9493,2023,7.64,1433,0,203,304,76,62,0.00,230,44,29,167,36,0.24,,
202300661,661,Bihar,Madhubani,,Kapasia,26.421,86.0369,2023,7.63,391,0,234,2,1,0,0.00,95,30,5,39,1,0.81,,
202300662,662,Bihar,Madhubani,,Jagben,26.3518,85.8312,2023,8.14,463,0,258,7,1,0,0.00,85,14,12,57,1,0.83,,
202300663,663,Bihar,Madhubani,,Kishipatti,26.2872,86.4814,2023,7.73,867,0,264,92,35,11,0.00,225,28,38,90,45,0.86,,
202300664,664,Bihar,Madhubani,,Baurahar Chowk,26.6337,85.9859,2023,7.90,705,0,295,64,47,8,0.00,210,60,15,67,12,0.83,,
202300665,665,Bihar,Madhubani,,Harlakhi,26.6337,85.9859,2023,8.11,340,0,203,0,15,0,0.00,125,30,12,23,2,0.27,,
202300666,666,Bihar,Madhubani,,Jaynagar,26.59,86.1366,2023,7.93,413,0,215,28,2,1,0.00,125,30,12,37,1,0.33,,
