well_id,sno,state,district,block,location,latitude,longitude,year,ph,ec,co3,hco3,cl,so4,no3,po4,th,ca,mg,na,k,f,sio2,tds
202300012,12,Andaman & Nicobar Islands,North & Middle Andaman,,Kishorinagar (Parangara),13.163,92.8839,2023,8.25,72,0,31,7,1,1,0.00,30,6,4,3,1,0.03,,
202300013,13,Andaman & Nicobar Islands,North & Middle Andaman,,Laxmipur,13.2873,92.964,2023,8.12,1081,0,98,163,186,0,0.01,255,12,55,113,5,0.69,,
202300014,14,Andaman & Nicobar Islands,North & Middle Andaman,,Long Island,12.3653,92.9248,2023,8.14,315,0,128,28,12,2,0.03,130,32,12,11,4,0.00,,
202300015,15,Andaman & Nicobar Islands,North & Middle Andaman,,Long Island,12.3644,92.9237,2023,8.15,353,0,159,14,30,0,0.09,165,12,33,9,0,0.00,,
202300016,16,Andaman & Nicobar Islands,North & Middle Andaman,,Long Island (Forest Area),12.3667,92.9231,2023,8.17,628,0,342,28,10,3,0.01,320,14,69,7,3,0.00,,
202300017,17,Andaman & Nicobar Islands,North & Middle Andaman,,Long Island (Sec. School),12.3671,92.9176,2023,8.13,342,0,177,18,7,0,0.00,140,24,19,12,0,0.03,,
202300018,18,Andaman & Nicobar Islands,North & Middle Andaman,,Milangram,13.3148,92.9431,2023,8.16,247,0,79,39,11,1,0.08,80,14,11,20,2,0.02,,
202300019,19,Andaman & Nicobar Islands,North & Middle Andaman,,Mohanpur,12.9546,92.8357,2023,7.91,416,0,201,21,2,20,0.01,190,34,26,13,3,0.11,,
202300020,20,Andaman & Nicobar Islands,North & Middle Andaman,,Nabagram,13.1555,92.9491,2023,8.21,298,0,116,35,0,2,0.09,95,24,9,25,1,0.00,,
202300021,21,Andaman & Nicobar Islands,North & Middle Andaman,,Nimbutala,12.4946,92.9542,2023,8.01,427,0,195,35,13,11,0.01,200,16,39,11,3,0.42,,
202300022,22,Andaman & Nicobar Islands,North & Middle Andaman,,Padmanavapuram,12.6063,92.9493,2023,7.91,294,0,98,21,25,26,0.03,70,26,1,37,1,0.27,,
202300023,23,Andaman & Nicobar Islands,North & Middle Andaman,,Pahalgaon,12.8393,92.8532,2023,8.03,405,0,183,35,11,6,0.10,190,12,39,12,1,0.11,,
202300024,24,Andaman & Nicobar Islands,North & Middle Andaman,,Parnashala,12.5244,92.9043,2023,8.08,703,0,232,103,8,3,0.10,230,22,43,60,6,0.00,,
202300025,25,Andaman & Nicobar Islands,North & Middle Andaman,,Phooltala Basti,12.4118,92.7629,2023,8.22,541,0,201,28,37,13,0.04,200,14,40,41,4,0.16,,
202300026,26,Andaman & Nicobar Islands,North & Middle Andaman,,Porlobjig15,12.496,92.7813,2023,8.21,290,0,134,18,12,3,0.04,115,16,18,13,1,0.00,,
202300027,27,Andaman & Nicobar Islands,North & Middle Andaman,,Rangat,12.5057,92.9108,2023,8.02,558,0,268,28,14,9,0.06,225,24,40,30,5,0.46,,
202300028,28,Andaman & Nicobar Islands,North & Middle Andaman,,Rest Camp,12.8328,92.8593,2023,7.95,441,0,171,35,32,8,0.00,170,34,21,21,1,0.42,,
202300029,29,Andaman & Nicobar Islands,North & Middle Andaman,,Shibpur,13.2507,93.0421,2023,7.81,886,0,275,142,7,2,0.10,215,28,35,107,7,0.00,,
202300030,30,Andaman & Nicobar Islands,North & Middle Andaman,,Sitanagar,13.2261,92.9359,2023,8.20,301,0,92,43,16,2,0.08,100,16,15,21,1,0.00,,
202300031,31,Andaman & Nicobar Islands,North & Middle Andaman,,South Creek (Sundergarh),12.1869,92.7919,2023,8.02,406,0,140,50,31,3,0.06,175,18,32,20,2,0.08,,
202300032,32,Andaman & Nicobar Islands,North & Middle Andaman,,Srinagar,13.1399,92.8688,2023,8.10,513,0,214,74,0,2,0.04,145,22,22,50,13,0.00,,
202300033,33,Andaman & Nicobar Islands,North & Middle Andaman,,Subhasgram,13.2432,92.9662,2023,7.96,1023,0,354,163,0,42,0.10,205,28,33,138,21,0.00,,
202300034,34,Andaman & Nicobar Islands,North & Middle Andaman,,Swadeshnagar,12.6508,92.8924,2023,8.23,385,0,177,28,20,1,0.03,170,20,29,13,2,0.10,,
202300035,35,Andaman & Nicobar Islands,North & Middle Andaman,,Tikadera,12.5228,92.814,2023,8.16,271,0,49,32,39,2,0.06,40,10,4,40,1,0.00,,
202300036,36,Andaman & Nicobar Islands,North & Middle Andaman,,Tugapur No. 8,12.8196,92.8224,2023,7.96,358,0,171,21,17,2,0.06,170,44,15,8,1,0.04,,
202300037,37,Andaman & Nicobar Islands,North & Middle Andaman,,Uttara,12.328,92.7901,2023,8.18,405,0,183,18,29,1,0.06,155,24,23,17,1,0.07,,
202300038,38,Andaman & Nicobar Islands,North & Middle Andaman,,Webi (Debipur),12.8669,92.872,2023,8.11,190,0,37,18,12,25,0.00,35,8,4,9,36,0.03,,
202300039,39,Andaman & Nicobar Islands,South Andaman,,6½ No. Forest Camp,12.008,92.9671,2023,8.24,368,0,128,53,0,5,0.10,90,20,10,40,5,0.00,,
202300040,40,Andaman & Nicobar Islands,South Andaman,,Annikat,11.7075,92.6482,2023,8.24,342,0,153,18,27,1,0.05,145,22,22,16,1,0.00,,
202300041,41,Andaman & Nicobar Islands,South Andaman,,Austinabad (Port Blair),11.6351,92.7347,2023,8.14,278,0,110,28,12,0,0.00,100,16,15,20,1,0.05,,
202300042,42,Andaman & Nicobar Islands,South Andaman,,Bambooflat,11.7055,92.715,2023,8.18,515,0,256,32,22,0,0.00,180,30,26,38,2,0.14,,
202300043,43,Andaman & Nicobar Islands,South Andaman,,Beadnabad Tubewell,11.5856,92.7339,2023,8.22,307,0,116,28,5,13,0.02,115,24,13,17,4,0.00,,
202300044,44,Andaman & Nicobar Islands,South Andaman,,Bharatpur,11.8304,93.0384,2023,7.98,329,0,146,25,17,0,0.05,145,14,27,12,0,0.34,,
202300045,45,Andaman & Nicobar Islands,South Andaman,,Bharatpur,11.8362,93.0447,2023,7.63,384,0,134,32,25,3,0.07,130,18,21,28,4,0.49,,
202300046,46,Andaman & Nicobar Islands,South Andaman,,Bindraban,11.722,92.6674,2023,8.23,450,0,146,39,44,0,0.04,175,16,33,26,2,0.02,,
202300047,47,Andaman & Nicobar Islands,South Andaman,,Brichganj,11.615,92.7377,2023,8.16,292,0,159,14,7,0,0.00,135,24,18,9,0,0.13,,
202300048,48,Andaman & Nicobar Islands,South Andaman,,Brookshabad (Port Blair),11.638,92.7404,2023,8.07,526,0,293,21,17,0,0.00,235,38,34,20,2,0.09,,
202300049,49,Andaman & Nicobar Islands,South Andaman,,Burmanala,11.558,92.7294,2023,8.27,376,0,189,25,15,0,0.00,155,30,19,19,0,0.09,,
202300050,50,Andaman & Nicobar Islands,South Andaman,,Calicut,11.6074,92.7264,2023,8.17,394,0,201,21,16,0,0.00,160,32,19,19,0,0.08,,
202300051,51,Andaman & Nicobar Islands,South Andaman,,Calicut Borewell,11.6001,92.7195,2023,8.05,330,0,104,35,21,14,0.10,135,22,19,11,4,0.00,,
202300052,52,Andaman & Nicobar Islands,South Andaman,,Chidiyatapu,11.5033,92.7019,2023,8.22,594,0,268,39,23,0,0.00,225,36,33,29,1,0.07,,
202300053,53,Andaman & Nicobar Islands,South Andaman,,Chouldari 1,11.6312,92.667,2023,8.24,622,0,256,46,53,1,0.08,135,26,17,88,1,0.10,,
202300054,54,Andaman & Nicobar Islands,South Andaman,,Corbyn'S Cove (Port Blair),11.6425,92.746,2023,7.70,713,0,281,78,30,0,0.00,230,52,24,66,2,0.13,,
202300055,55,Andaman & Nicobar Islands,South Andaman,,Dandaspoint,11.6704,92.7074,2023,8.27,339,0,146,35,3,5,0.00,150,28,19,12,1,0.09,,
202300056,56,Andaman & Nicobar Islands,South Andaman,,Dhannikhari,11.6126,92.6671,2023,8.24,355,0,61,78,8,2,0.06,70,14,9,45,10,0.00,,
202300057,57,Andaman & Nicobar Islands,South Andaman,,Dollyganj Chowk,11.6343,92.7228,2023,8.23,591,0,287,21,29,0,0.06,185,24,30,41,1,0.18,,
202300058,58,Andaman & Nicobar Islands,South Andaman,,Dolphin Yatri Niwas,12.0189,93.0112,2023,8.08,259,0,104,21,9,3,0.07,80,22,6,18,1,0.00,,
202300059,59,Andaman & Nicobar Islands,South Andaman,,Ferrarganj,11.7175,92.6531,2023,8.09,1004,0,494,89,0,3,0.00,300,34,52,104,12,0.52,,
202300060,60,Andaman & Nicobar Islands,South Andaman,,Garacharma,11.6137,92.7095,2023,8.00,695,0,299,60,29,0,0.00,250,42,35,37,3,0.15,,
202300061,61,Andaman & Nicobar Islands,South Andaman,,Govindanagar Vill No  1,12.0302,92.9972,2023,7.92,809,0,226,135,25,4,0.06,215,30,34,98,3,0.09,,
202300062,62,Andaman & Nicobar Islands,South Andaman,,Govindanagar Vill No  3,12.0232,93.0036,2023,8.06,413,0,214,25,8,2,0.08,125,18,19,38,3,0.57,,
202300063,63,Andaman & Nicobar Islands,South Andaman,,Gupta Para,11.5599,92.6587,2023,8.20,371,0,153,18,32,2,0.02,140,24,19,22,2,0.00,,
202300064,64,Andaman & Nicobar Islands,South Andaman,,Haddo – 2,11.7685,92.7279,2023,8.27,617,0,214,82,27,1,0.02,240,16,49,34,1,0.07,,
202300065,65,Andaman & Nicobar Islands,South Andaman,,Hasmatabad,11.5944,92.6455,2023,8.11,343,0,183,18,5,3,0.00,160,30,21,12,2,0.09,,
202300066,66,Andaman & Nicobar Islands,South Andaman,,Havelock Island Jetty,12.0413,92.981,2023,7.85,1169,0,226,135,242,2,0.07,335,26,66,118,7,0.60,,
202300067,67,Andaman & Nicobar Islands,South Andaman,,Herbertabad,11.7082,92.6151,2023,8.23,198,0,92,18,4,2,0.06,80,20,7,9,2,0.15,,
202300068,68,Andaman & Nicobar Islands,South Andaman,,Hope Town (Maremon Temple),11.6981,92.7272,2023,8.29,635,0,171,78,47,28,0.09,235,24,43,38,8,0.46,,
202300069,69,Andaman & Nicobar Islands,South Andaman,,Junglighat (Vip Road),11.6576,92.7352,2023,8.29,461,0,153,60,27,0,0.00,170,30,23,28,1,0.11,,
202300070,70,Andaman & Nicobar Islands,South Andaman,,Kalapathar,11.9749,93.0059,2023,7.97,852,0,195,174,0,7,0.05,200,18,38,106,5,0.00,,
202300071,71,Andaman & Nicobar Islands,South Andaman,,Kanyapuram,11.7367,92.7069,2023,8.09,504,0,189,50,17,14,0.04,200,24,34,20,1,0.35,,
202300072,72,Andaman & Nicobar Islands,South Andaman,,Kodiaghat,11.5452,92.7277,2023,8.14,278,0,122,18,4,0,0.00,105,30,7,12,0,0.07,,
202300073,73,Andaman & Nicobar Islands,South Andaman,,Krishnanagar,12.0018,92.9766,2023,8.10,368,0,171,25,20,2,0.10,150,24,22,20,1,0.22,,
202300074,74,Andaman & Nicobar Islands,South Andaman,,Lamba Line,11.6593,92.7495,2023,8.16,389,0,110,82,0,2,0.07,115,8,23,42,5,0.00,,
202300075,75,Andaman & Nicobar Islands,South Andaman,,Laxmanpur,11.832,93.0171,2023,8.12,324,0,153,25,0,1,0.04,60,18,4,45,2,0.42,,
202300076,76,Andaman & Nicobar Islands,South Andaman,,Light House,11.6681,92.7378,2023,8.22,812,0,390,50,27,2,0.00,200,12,41,99,4,0.38,,
202300077,77,Andaman & Nicobar Islands,South Andaman,,Mamyo,11.5979,92.633,2023,8.24,167,0,61,11,11,3,0.01,50,18,1,12,3,0.00,,
202300078,78,Andaman & Nicobar Islands,South Andaman,,Manglutan,11.5714,92.6602,2023,8.09,129,0,24,14,17,3,0.02,45,8,6,8,0,0.25,,
202300079,79,Andaman & Nicobar Islands,South Andaman,,Manjeri,11.5393,,2023,8.30,732,0,336,39,33,10,0.02,295,16,62,30,5,0.41,,
202300080,80,Andaman & Nicobar Islands,South Andaman,,Mannarghat,11.7685,92.7061,2023,8.13,397,0,159,14,50,15,0.06,155,18,27,22,1,0.30,,
202300081,81,Andaman & Nicobar Islands,South Andaman,,Marina Park,11.6711,92.7463,2023,7.84,418,0,195,25,21,0,0.01,180,22,30,22,1,0.24,,
202300082,82,Andaman & Nicobar Islands,South Andaman,,Mile Tilak,11.7947,92.6557,2023,8.21,766,0,305,82,28,1,0.08,170,18,30,100,7,0.00,,
202300083,83,Andaman & Nicobar Islands,South Andaman,,Mithakhari,11.6681,92.6734,2023,8.26,1674,0,464,230,152,10,0.01,320,20,66,247,6,0.00,,
202300084,84,Andaman & Nicobar Islands,South Andaman,,Mount Harriyat,11.7194,92.7326,2023,8.23,123,0,43,11,5,8,0.00,40,12,2,10,2,0.07,,
202300085,85,Andaman & Nicobar Islands,South Andaman,,Namunagar,11.6905,92.6802,2023,8.19,412,0,165,32,34,2,0.09,175,16,33,15,2,0.18,,
202300086,86,Andaman & Nicobar Islands,South Andaman,,Nayasahar,11.579,92.6767,2023,8.22,252,0,73,35,0,9,0.09,80,28,2,16,2,0.00,,
202300087,87,Andaman & Nicobar Islands,South Andaman,,Neil Kendra,11.8332,93.0293,2023,8.12,460,0,177,71,0,2,0.02,155,16,28,38,6,0.00,,
202300088,88,Andaman & Nicobar Islands,South Andaman,,New Bimliton,11.5713,92.6963,2023,8.17,439,0,110,53,47,0,0.02,150,14,28,27,5,0.00,,
202300089,89,Andaman & Nicobar Islands,South Andaman,,Ograbraj,11.6555,92.6612,2023,7.70,2532,0,531,606,92,1,0.00,460,76,66,394,25,0.28,,
202300090,90,Andaman & Nicobar Islands,South Andaman,,Pearl Park Resort,11.8454,93.0144,2023,8.03,485,0,250,18,24,2,0.05,235,18,46,11,0,0.38,,
202300091,91,Andaman & Nicobar Islands,South Andaman,,Port Blair,11.6706,92.744,2023,8.04,818,0,323,64,66,12,0.00,300,56,39,61,11,0.14,,
202300092,92,Andaman & Nicobar Islands,South Andaman,,Port Blair (Dobhi Well),11.671,92.7349,2023,8.04,577,0,281,25,30,0,0.01,220,30,35,28,0,0.21,,
202300093,93,Andaman & Nicobar Islands,South Andaman,,Port Mout,11.6433,92.6599,2023,8.03,388,0,189,21,15,5,0.00,185,26,29,9,2,0.24,,
202300094,94,Andaman & Nicobar Islands,South Andaman,,Radhanagar,11.9918,92.9536,2023,8.03,509,0,195,50,28,0,0.10,200,20,36,24,4,0.30,,
202300095,95,Andaman & Nicobar Islands,South Andaman,,Ramnagar,11.8172,93.0453,2023,8.22,380,0,134,53,12,0,0.07,150,30,18,16,3,0.00,,
202300096,96,Andaman & Nicobar Islands,South Andaman,,Rangachang,11.5793,92.737,2023,7.99,418,0,214,21,6,2,0.01,150,28,19,31,2,0.00,,
202300097,97,Andaman & Nicobar Islands,South Andaman,,Ross Island,11.6758,92.7638,2023,8.08,768,0,238,103,32,16,0.03,190,42,21,100,3,0.37,,
202300098,98,Andaman & Nicobar Islands,South Andaman,,Saitankhari,11.7172,92.6661,2023,8.20,491,0,232,39,21,0,0.00,215,38,29,19,2,0.16,,
202300099,99,Andaman & Nicobar Islands,South Andaman,,Shadipur (Port Blair),11.6565,92.7435,2023,7.96,592,0,262,46,31,10,0.00,210,36,29,44,4,0.18,,
202300100,100,Andaman & Nicobar Islands,South Andaman,,Shoal  Bay – 8 No.,11.8133,92.7172,2023,8.01,144,0,43,21,7,0,0.05,40,6,6,13,1,0.17,,
202300101,101,Andaman & Nicobar Islands,South Andaman,,Shoal  Bay– 12 No.,11.8472,92.7303,2023,7.98,340,0,116,46,0,2,0.08,65,18,5,46,1,0.07,,
202300102,102,Andaman & Nicobar Islands,South Andaman,,Shoal  Bay– 15 No.,11.8656,92.7364,2023,8.13,202,0,79,21,6,1,0.05,90,20,10,7,1,0.00,,
202300103,103,Andaman & Nicobar Islands,South Andaman,,Sippighat,11.6032,92.6857,2023,7.89,624,0,281,64,6,1,0.00,250,56,27,39,2,0.10,,
202300104,104,Andaman & Nicobar Islands,South Andaman,,Sitanagar,11.8201,93.0608,2023,7.96,615,0,116,99,49,0,0.07,170,32,22,61,3,0.01,,
202300105,105,Andaman & Nicobar Islands,South Andaman,,South Point (Port Blair),11.6641,92.7538,2023,8.29,420,0,220,32,5,0,0.00,165,30,22,26,2,0.05,,
202300106,106,Andaman & Nicobar Islands,South Andaman,,Steuwartganj,11.7242,92.7097,2023,8.22,506,0,244,14,42,0,0.03,230,22,43,11,3,0.00,,
202300107,107,Andaman & Nicobar Islands,South Andaman,,Teylarabad,11.6073,92.7009,2023,8.28,260,0,92,35,0,3,0.03,85,16,11,18,7,0.00,,
202300108,108,Andaman & Nicobar Islands,South Andaman,,Tirur,11.7338,92.6156,2023,8.07,175,0,61,28,3,2,0.06,50,8,7,19,2,0.39,,
202300109,109,Andaman & Nicobar Islands,South Andaman,,Tushnabad,11.6791,92.6362,2023,8.22,838,0,104,53,231,14,0.05,200,16,39,101,2,0.30,,
202300110,110,Andaman & Nicobar Islands,South Andaman,,Vijaynagar,11.9992,93.0093,2023,8.03,539,0,140,103,0,5,0.02,155,20,26,56,5,0.00,,
202300111,111,Andaman & Nicobar Islands,South Andaman,,Wandur – 2,11.5878,92.6166,2023,8.30,1910,0,695,245,42,12,0.01,365,50,58,242,12,0.34,,
202300112,112,Andaman & Nicobar Islands,South Andaman,,Wimberleyganj,11.7403,92.7072,2023,8.00,451,0,214,18,28,1,0.00,165,26,24,29,4,0.09,,
202300113,113,Andaman & Nicobar Islands,South Andaman,,Wrightmyo,11.7793,92.7087,2023,8.21,75,0,18,7,9,1,0.10,15,4,1,7,3,0.00,,
202300114,114,Arunachal Pradesh,Changlang,,Jairampur,27.3561,96.0144,2023,7.29,265,0,165,23,21,0,,160,32,19,11,4,0.08,,
202300115,115,Arunachal Pradesh,Changlang,,Namchik,27.4146,95.972,2023,7.29,279,0,165,40,17,0,,155,30,19,12,4,0.07,,
202300116,116,Arunachal Pradesh,Changlang,,Namphai,27.4461,96.1086,2023,7.26,261,0,177,10,18,0,,150,36,15,12,4,0.06,,
202300117,117,Arunachal Pradesh,Changlang,,Newlisan Kharsang,27.4269,96.0418,2023,7.24,260,0,159,23,18,0,,150,38,13,12,4,0.06,,
202300118,118,Arunachal Pradesh,East Siang,,Pasighat New,28.0362,95.3358,2023,7.99,466,0,232,27,31,2,,230,58,21,13,40,0.07,,
202300119,119,Arunachal Pradesh,East Siang,,Oyan,27.8902,95.3183,2023,7.90,469,0,238,36,38,3,,225,58,19,13,40,0.06,,
202300120,120,Arunachal Pradesh,East Siang,,Ruksin,27.8378,95.2182,2023,7.83,465,0,214,36,22,2,,220,54,21,13,40,0.05,,
202300121,121,Arunachal Pradesh,Lohit,,Lathow,27.7395,95.9098,2023,7.29,271,0,165,23,18,0,,165,40,16,12,4,0.05,,
202300122,122,Arunachal Pradesh,Papumpare,,Banderedewa I,27.1053,93.8258,2023,7.78,204,0,147,17,6,5,,130,44,5,10,3,0.03,,
202300123,123,Arunachal Pradesh,Tirap,,Deomali,27.1966,95.4628,2023,7.74,216,0,140,17,6,7,,155,38,15,11,3,0.03,,
202300124,124,Arunachal Pradesh,Tirap,,Borduria,27.1152,95.4131,2023,7.68,212,0,147,17,8,8,,95,34,2,15,4,0.03,,
202300125,125,Arunachal Pradesh,Tirap,,Hukanjuri,27.1258,95.4377,2023,7.73,212,0,147,10,6,7,,125,30,12,11,3,0.03,,
202300126,126,Assam,Baksa,,Anandapur CBlock,26.68,91.4042,2023,7.63,149,0,79,10,9,4,,60,18,4,5,13,0.07,,
202300127,127,Assam,Baksa,,Bhebla,26.6506,91.2393,2023,7.76,625,0,165,17,6,4,,115,22,15,7,30,0.16,,
202300128,128,Assam,Baksa,,Deusunga Ambarishnagar,26.7566,91.7078,2023,7.47,384,0,256,13,24,2,,230,60,19,16,28,0.06,,
202300129,129,Assam,Baksa,,Gyati Gaon,26.6594,90.9992,2023,7.55,234,0,165,10,9,1,,140,30,16,15,15,0.04,,
202300130,130,Assam,Baksa,,Hadukata,26.6086,91.1004,2023,6.55,156,0,98,17,1,1,,60,16,5,13,28,0.04,,
202300131,131,Assam,Baksa,,Kumarikata,26.7316,91.5561,2023,7.48,646,0,287,17,17,8,,235,66,17,12,14,0.10,,
202300132,132,Assam,Baksa,,Lokpala,26.6203,91.3984,2023,6.80,121,0,67,20,8,4,,40,14,1,20,9,0.04,,
202300133,133,Assam,Baksa,,Naukata,26.647,91.7233,2023,7.25,401,0,269,13,19,2,,230,46,28,16,27,0.04,,
202300134,134,Assam,Baksa,,Simla,26.6498,91.0442,2023,7.76,532,0,305,43,28,18,,205,44,23,28,76,0.14,,
202300135,135,Assam,Baksa,,Sonapur (Doomni),26.7137,91.3065,2023,6.80,414,0,122,43,32,34,,135,34,12,22,20,0.03,,
202300136,136,Assam,Baksa,,Tamulpur,26.6289,91.5709,2023,7.19,152,0,110,13,2,1,,90,28,5,10,18,0.05,,
202300137,137,Assam,Bongaigaon,,Baitamari,26.3472,90.5175,2023,7.19,148,0,79,17,10,5,,65,18,5,8,5,0.06,,
202300138,138,Assam,Bongaigaon,,Manikpur,26.4686,90.8017,2023,6.79,381,0,140,40,38,3,,115,40,4,35,15,0.05,,
202300139,139,Assam,Bongaigaon,,Medhipara Deo,26.3483,90.631,2023,6.83,119,0,79,7,1,2,,60,4,12,4,20,0.04,,
202300140,140,Assam,Cachar,,Silcoorie,24.7261,92.7861,2023,7.52,304,0,31,56,26,13,,50,6,8,33,26,0.01,,
202300141,141,Assam,Cachar,,Digharkhal,24.9992,92.5128,2023,6.37,178,0,37,23,24,17,,55,14,5,21,3,0.07,,
202300142,142,Assam,Cachar,,Poilapul,24.8319,93.1247,2023,6.24,192,0,61,40,9,7,,50,16,2,21,7,0.10,,
202300143,143,Assam,Cachar,,Tarapur,24.8297,92.9794,2023,6.63,210,0,18,36,12,42,,80,18,8,5,12,0.00,,
202300144,144,Assam,Cachar,,Kalain,24.9681,92.4086,2023,7.08,270,0,122,23,0,21,,140,48,5,14,9,0.31,,
202300145,145,Assam,Cachar,,Hilara,24.9275,92.5906,2023,6.46,334,0,85,76,5,5,,90,22,8,45,2,0.08,,
202300146,146,Assam,Cachar,,Katigora,24.8869,92.5889,2023,7.83,330,0,201,27,23,5,,165,52,8,19,13,0.55,,
202300147,147,Assam,Cachar,,Badribasti,24.8128,92.8772,2023,7.07,124,0,18,33,11,8,,30,6,4,13,5,0.05,,
202300148,148,Assam,Cachar,,Borjalinga,24.665,92.7186,2023,7.30,83,0,43,7,2,4,,30,10,1,3,8,0.15,,
202300149,149,Assam,Cachar,,Fulertol,24.7903,93.0053,2023,6.53,235,0,73,17,26,12,,75,20,6,29,5,0.17,,
202300150,150,Assam,Cachar,,Nagdirgram,24.6703,92.8797,2023,6.94,451,0,165,70,35,10,,205,54,17,31,4,0.36,,
202300151,151,Assam,Cachar,,Razabazar,24.8722,93.0647,2023,6.91,191,0,85,40,15,9,,60,16,5,28,8,0.30,,
202300152,152,Assam,Cachar,,Masimpur,24.9403,92.7269,2023,6.60,300,0,79,66,21,5,,65,14,7,42,1,0.10,,
202300153,153,Assam,Cachar,,Moinarbond,24.8533,92.8358,2023,6.84,337,0,85,46,23,2,,135,44,6,23,4,0.19,,
202300154,154,Assam,Darrang,,Konakat,26.533,92.191,2023,6.82,587,0,55,99,31,42,,200,44,22,41,5,0.05,,
202300155,155,Assam,Darrang,,Mangaldoi,26.4314,92.017,2023,7.46,858,0,446,83,25,14,,310,54,42,76,38,0.12,,
202300156,156,Assam,Dhubri,,Dhubri Town,26.02,89.9911,2023,8.05,612,0,360,63,20,5,,270,82,16,46,10,0.21,,
202300157,157,Assam,Dhubri,,Shapamari Beat,26.2383,90.375,2023,7.90,33,0,37,13,6,1,,50,10,6,4,3,0.03,,
202300158,158,Assam,Dibrugarh,,Barbaruah,27.3987,94.8787,2023,7.13,105,0,67,10,12,1,,65,24,1,4,3,0.15,,
202300159,159,Assam,Dibrugarh,,Jaipur Naharani,27.255,95.2381,2023,7.40,101,0,61,7,12,0,,55,8,8,4,3,0.16,,
202300160,160,Assam,Dibrugarh,,Azarguri Gaon,27.2617,94.8903,2023,7.58,110,0,55,7,17,0,,65,8,11,4,3,0.17,,
202300161,161,Assam,Dibrugarh,,Dikom,27.46,95.0692,2023,7.62,102,0,55,10,11,1,,65,12,8,4,3,0.17,,
202300162,162,Assam,Dibrugarh,,Chabua,27.4931,95.1895,2023,7.57,100,0,55,10,13,0,,65,12,8,4,3,0.18,,
202300163,163,Assam,East Karbi Anglong,,Bokajan L,26.0236,93.77,2023,6.80,433,0,110,76,51,0,,165,58,5,46,4,0.07,,
202300164,164,Assam,East Karbi Anglong,,Bokoliaghat,26.0508,93.2025,2023,6.60,184,0,37,53,0,5,,40,10,4,25,5,0.19,,
202300165,165,Assam,East Karbi Anglong,,Dillai,25.9658,93.8225,2023,6.56,280,0,153,30,9,4,,120,26,13,26,1,0.19,,
202300166,166,Assam,East Karbi Anglong,,Diphu 1,25.8461,93.445,2023,6.43,553,0,55,46,27,9,,40,10,4,43,12,0.19,,
202300167,167,Assam,East Karbi Anglong,,Dokmoka,26.2083,93.0656,2023,7.46,212,0,128,17,9,1,,105,40,1,10,3,1.30,,
202300168,168,Assam,East Karbi Anglong,,Donka Bey Pz,26.0261,93.8044,2023,7.06,127,0,153,40,7,1,,110,24,12,18,6,0.19,,
202300169,169,Assam,East Karbi Anglong,,Lahorijan,25.9069,93.6614,2023,6.50,103,0,43,23,12,2,,55,10,7,8,4,0.02,,
202300170,170,Assam,East Karbi Anglong,,Lakhijan,26.0506,93.7482,2023,6.53,120,0,85,7,0,1,,65,18,5,7,2,0.19,,
202300171,171,Assam,East Karbi Anglong,,Manja,25.97,93.4408,2023,6.93,210,0,55,46,11,3,,40,10,4,30,7,0.19,,
202300172,172,Assam,East Karbi Anglong,,Mohendijua,25.9944,93.411,2023,6.76,207,0,24,30,1,13,,40,12,2,14,3,0.19,,
